  QueueTimes | ServiceTimes | SojournTimes
       1.166 |        0.207 |        1.373
       0.989 |        0.200 |        1.189
       1.072 |        0.282 |        1.354
       1.217 |        0.161 |        1.378
       0.933 |        0.142 |        1.075
       0.661 |        0.140 |        0.801
       0.797 |        0.158 |        0.956
       0.061 |        0.194 |        0.255
       0.058 |        0.264 |        0.322
       0.142 |        0.246 |        0.388
       0.329 |        0.233 |        0.562
       3.643 |        0.375 |        4.018
       2.436 |        0.228 |        2.664
       2.138 |        0.226 |        2.364
       1.323 |        0.221 |        1.544
       1.279 |        0.211 |        1.490
       2.773 |        0.327 |        3.100
       2.309 |        0.228 |        2.538
       1.793 |        0.217 |        2.011
       1.764 |        0.215 |        1.979
       1.293 |        0.209 |        1.502
       1.465 |        0.219 |        1.684
       0.202 |        0.207 |        0.409
       0.434 |        0.226 |        0.660
       0.588 |        0.207 |        0.795
       6.572 |        0.283 |        6.855
       6.632 |        0.216 |        6.848
       6.583 |        0.198 |        6.781
       6.054 |        0.195 |        6.249
       4.536 |        0.202 |        4.737
       3.905 |        0.199 |        4.104
       3.801 |        0.191 |        3.993
       3.914 |        0.187 |        4.101
       3.589 |        0.196 |        3.785
       3.264 |        0.189 |        3.452
       2.915 |        0.197 |        3.112
       1.982 |        0.210 |        2.192
       2.062 |        0.200 |        2.263
       1.149 |        0.206 |        1.355
       0.062 |        0.216 |        0.278
       0.064 |        0.240 |        0.305
       0.267 |        0.222 |        0.490
       0.060 |        0.225 |        0.285
       0.042 |        0.269 |        0.311
       0.074 |        0.388 |        0.461
       0.066 |        0.380 |        0.446
       0.063 |        0.227 |        0.291
       0.058 |        0.225 |        0.283
       0.059 |        0.260 |        0.319
       0.059 |        0.218 |        0.277
       0.053 |        0.239 |        0.292
       0.061 |        0.204 |        0.265
       0.130 |        0.218 |        0.348
       0.068 |        0.220 |        0.289
       0.058 |        0.195 |        0.252
       0.210 |        0.196 |        0.406
       0.059 |        0.172 |        0.231
       0.044 |        0.211 |        0.255
       0.058 |        0.172 |        0.229
       0.443 |        0.301 |        0.745
       0.060 |        0.244 |        0.304
       0.069 |        0.247 |        0.316
       0.384 |        0.210 |        0.594
       0.063 |        0.181 |        0.244
       0.181 |        0.200 |        0.381
       0.115 |        0.203 |        0.318
       0.061 |        0.209 |        0.270
       0.063 |        0.216 |        0.279
       0.057 |        0.546 |        0.603
       0.058 |        0.190 |        0.248
       0.056 |        0.174 |        0.230
       0.081 |        0.166 |        0.247
       0.060 |        0.195 |        0.256
       0.057 |        0.207 |        0.265
       0.058 |        0.196 |        0.254
       0.061 |        0.198 |        0.259
       0.062 |        0.210 |        0.272
       0.058 |        0.231 |        0.289
       0.063 |        0.249 |        0.311
       0.066 |        0.237 |        0.303
       0.331 |        0.208 |        0.539
       0.169 |        0.185 |        0.353
       0.201 |        0.174 |        0.375
       0.060 |        0.184 |        0.243
       0.063 |        0.224 |        0.287
       0.060 |        0.197 |        0.257
       0.058 |        0.204 |        0.262
       0.192 |        0.164 |        0.356
       0.048 |        0.160 |        0.208
       0.058 |        0.159 |        0.216
       0.060 |        0.178 |        0.238
       0.061 |        0.275 |        0.337
       0.250 |        0.198 |        0.449
       0.059 |        0.199 |        0.258
       0.113 |        0.225 |        0.337
       0.027 |        0.194 |        0.221
       0.145 |        0.206 |        0.351
       0.057 |        0.199 |        0.256
       0.272 |        0.178 |        0.450
       0.056 |        0.179 |        0.236
       0.128 |        0.289 |        0.417
       0.056 |        0.231 |        0.287
       0.059 |        0.203 |        0.262
       0.057 |        0.186 |        0.243
       0.065 |        0.215 |        0.280
       0.061 |        0.212 |        0.272
       0.063 |        0.193 |        0.256
       0.047 |        0.177 |        0.224
       0.108 |        0.164 |        0.273
       0.195 |        0.160 |        0.355
       0.102 |        0.169 |        0.271
       0.056 |        0.169 |        0.226
       0.065 |        0.198 |        0.263
       0.058 |        0.187 |        0.245
       0.055 |        0.171 |        0.226
       0.062 |        0.186 |        0.248
       0.002 |        0.175 |        0.177
       0.079 |        0.193 |        0.272
       6.371 |        0.760 |        7.131
       6.897 |        0.194 |        7.092
       5.553 |        0.161 |        5.714
       5.109 |        0.164 |        5.273
       4.952 |        0.156 |        5.108
       4.115 |        0.157 |        4.272
       3.923 |        0.160 |        4.083
       3.578 |        0.157 |        3.735
       2.812 |        0.160 |        2.972
       2.276 |        0.163 |        2.439
       2.332 |        0.162 |        2.494
       2.102 |        0.163 |        2.266
       1.029 |        0.166 |        1.196
       0.215 |        0.163 |        0.378
       0.059 |        0.190 |        0.250
       0.065 |        0.196 |        0.261
       0.235 |        0.174 |        0.409
       0.062 |        0.172 |        0.234
       0.152 |        0.168 |        0.320
       0.057 |        0.164 |        0.221
       0.064 |        0.199 |        0.264
       0.198 |        0.185 |        0.382
       0.176 |        0.169 |        0.344
       0.059 |        0.207 |        0.266
       0.061 |        0.210 |        0.271
       0.060 |        0.250 |        0.310
       0.132 |        0.752 |        0.884
       0.060 |        0.176 |        0.236
       0.070 |        0.230 |        0.299
       0.112 |        0.234 |        0.346
       0.091 |        0.188 |        0.279
       0.059 |        0.183 |        0.242
       0.317 |        0.232 |        0.549
       0.064 |        0.257 |        0.320
       0.174 |        0.241 |        0.415
       0.143 |        0.186 |        0.329
       0.066 |        0.246 |        0.312
       0.066 |        0.246 |        0.312
       0.593 |        0.254 |        0.846
       0.132 |        0.236 |        0.368
       0.066 |        0.217 |        0.283
       0.062 |        0.228 |        0.290
       0.036 |        0.255 |        0.291
       0.066 |        0.238 |        0.303
       0.056 |        0.196 |        0.252
       0.018 |        0.182 |        0.201
       0.135 |        0.230 |        0.365
       0.061 |        0.223 |        0.284
       1.180 |        0.922 |        2.101
       0.745 |        0.334 |        1.080
       0.069 |        0.213 |        0.283
       0.059 |        0.328 |        0.387
       0.211 |        0.168 |        0.379
       0.058 |        0.213 |        0.271
       0.059 |        0.226 |        0.285
       0.189 |        0.208 |        0.397
       0.194 |        0.257 |        0.450
       0.062 |        0.229 |        0.291
       0.205 |        0.213 |        0.418
       0.065 |        0.199 |        0.263
       0.068 |        0.256 |        0.324
       0.058 |        0.224 |        0.282
       0.056 |        0.186 |        0.242
       0.067 |        0.231 |        0.298
       0.070 |        0.234 |        0.304
       0.228 |        0.191 |        0.419
       0.300 |        0.219 |        0.519
       0.036 |        0.177 |        0.213
       0.073 |        0.231 |        0.304
       0.116 |        0.346 |        0.462
       0.585 |        0.228 |        0.813
       0.062 |        0.210 |        0.272
       0.055 |        0.252 |        0.307
       0.061 |        0.345 |        0.405
       0.092 |        0.231 |        0.323
       0.059 |        0.222 |        0.281
       0.046 |        0.223 |        0.269
       0.175 |        0.221 |        0.396
       0.150 |        0.216 |        0.366
      12.648 |        0.289 |       12.937
      13.070 |        0.220 |       13.291
      12.747 |        0.203 |       12.950
      12.972 |        0.222 |       13.194
      12.906 |        0.205 |       13.111
      11.494 |        0.214 |       11.708
      10.379 |        0.205 |       10.584
      10.395 |        0.210 |       10.605
      10.243 |        0.211 |       10.455
       6.285 |        0.205 |        6.490
       6.211 |        0.224 |        6.435
       5.766 |        0.226 |        5.992
       5.612 |        0.218 |        5.830
       4.793 |        0.233 |        5.026
       4.839 |        0.232 |        5.071
       5.074 |        0.233 |        5.308
       5.224 |        0.218 |        5.442
       5.498 |        0.242 |        5.740
       5.403 |        0.237 |        5.640
       5.436 |        0.224 |        5.660
       5.022 |        0.235 |        5.257
       4.968 |        0.224 |        5.191
       3.441 |        0.214 |        3.655
       0.068 |        0.400 |        0.468
       0.461 |        0.269 |        0.730
       0.123 |        0.258 |        0.380
       0.070 |        0.264 |        0.334
       0.193 |        0.249 |        0.442
       0.067 |        0.385 |        0.453
       0.061 |        0.261 |        0.322
       0.111 |        0.233 |        0.344
       0.104 |        0.241 |        0.345
       0.242 |        0.231 |        0.473
       0.250 |        0.220 |        0.469
       0.295 |        0.227 |        0.522
       0.062 |        0.232 |        0.295
       0.049 |        0.226 |        0.274
       0.202 |        0.229 |        0.432
       0.232 |        0.218 |        0.451
       0.069 |        0.373 |        0.442
       0.106 |        0.250 |        0.355
       0.065 |        0.310 |        0.374
       0.452 |        0.247 |        0.699
       0.750 |        0.220 |        0.970
       0.064 |        0.208 |        0.272
       0.058 |        0.189 |        0.247
       1.033 |        0.256 |        1.289
       1.049 |        0.309 |        1.357
       1.278 |        0.206 |        1.484
       1.059 |        0.187 |        1.245
       1.060 |        0.184 |        1.244
       0.979 |        0.182 |        1.161
       0.058 |        0.211 |        0.269
       0.059 |        0.216 |        0.275
       0.063 |        0.246 |        0.309
       0.062 |        0.252 |        0.314
       0.060 |        0.240 |        0.300
       0.295 |        0.184 |        0.479
       0.113 |        0.266 |        0.379
       0.062 |        0.236 |        0.298
       0.354 |        0.210 |        0.564
       0.308 |        0.170 |        0.477
       0.135 |        0.171 |        0.306
       0.060 |        0.186 |        0.246
       0.224 |        0.171 |        0.395
       0.057 |        0.173 |        0.230
       0.062 |        0.199 |        0.261
       0.057 |        0.178 |        0.235
       0.055 |        0.190 |        0.246
       0.055 |        0.180 |        0.235
       0.235 |        0.165 |        0.401
       0.062 |        0.231 |        0.292
       0.058 |        0.247 |        0.305
       0.056 |        0.354 |        0.410
       0.058 |        0.219 |        0.277
       0.056 |        0.211 |        0.267
       0.056 |        0.204 |        0.260
       0.291 |        0.228 |        0.519
       0.061 |        0.334 |        0.395
       0.057 |        0.234 |        0.291
       0.055 |        0.212 |        0.267
       0.048 |        0.206 |        0.254
       0.055 |        0.243 |        0.298
       0.138 |        0.277 |        0.415
       0.411 |        0.236 |        0.646
       0.061 |        0.291 |        0.352
       0.279 |        0.209 |        0.488
       0.057 |        0.347 |        0.404
       0.045 |        0.205 |        0.250
       0.061 |        0.225 |        0.286
       0.066 |        0.353 |        0.419
       0.060 |        0.235 |        0.295
       0.057 |        0.207 |        0.264
       0.055 |        0.211 |        0.266
       0.061 |        0.225 |        0.286
       0.059 |        0.218 |        0.277
       0.063 |        0.283 |        0.346
       0.057 |        0.209 |        0.265
       0.056 |        0.229 |        0.285
       0.112 |        0.280 |        0.392
       0.121 |        0.196 |        0.317
       0.058 |        0.225 |        0.282
       0.162 |        0.232 |        0.393
       0.056 |        0.226 |        0.281
       0.062 |        0.215 |        0.277
       0.057 |        0.189 |        0.246
       0.055 |        0.185 |        0.240
       0.054 |        0.182 |        0.236
       0.111 |        0.227 |        0.338
       0.061 |        0.292 |        0.354
       0.290 |        0.220 |        0.510
       0.057 |        0.190 |        0.247
       0.056 |        0.189 |        0.245
       0.055 |        0.189 |        0.244
       0.294 |        0.181 |        0.474
       0.113 |        0.202 |        0.315
       0.112 |        0.283 |        0.395
       0.078 |        0.217 |        0.295
       0.058 |        0.197 |        0.255
       0.056 |        0.188 |        0.243
       0.055 |        0.200 |        0.255
       0.101 |        0.208 |        0.309
       0.120 |        0.231 |        0.351
       0.058 |        0.202 |        0.260
       0.223 |        0.198 |        0.421
       0.055 |        0.190 |        0.245
       0.065 |        0.303 |        0.367
       0.059 |        0.193 |        0.252
       0.055 |        0.656 |        0.712
       0.066 |        0.255 |        0.321
       0.163 |        0.203 |        0.366
       0.057 |        0.198 |        0.255
       0.062 |        0.238 |        0.300
       0.055 |        0.226 |        0.281
       0.060 |        0.233 |        0.293
       0.107 |        0.229 |        0.336
       0.064 |        0.284 |        0.348
       0.056 |        0.255 |        0.311
       0.061 |        0.320 |        0.381
       0.059 |        0.247 |        0.305
       0.059 |        0.178 |        0.237
       0.073 |        0.236 |        0.309
       0.185 |        0.168 |        0.353
       0.080 |        0.178 |        0.257
       0.070 |        0.162 |        0.233
       0.071 |        0.254 |        0.325
       0.319 |        0.182 |        0.500
       0.419 |        0.197 |        0.616
       0.061 |        0.208 |        0.269
       0.063 |        0.276 |        0.340
       0.186 |        0.202 |        0.389
       0.058 |        0.179 |        0.236
       0.055 |        0.193 |        0.248
       0.167 |        0.180 |        0.347
       0.104 |        0.209 |        0.313
       0.106 |        0.216 |        0.321
       0.196 |        0.214 |        0.410
       0.130 |        0.269 |        0.398
       0.089 |        0.326 |        0.415
       0.224 |        0.207 |        0.431
       0.056 |        0.180 |        0.236
       0.054 |        0.183 |        0.237
       0.054 |        0.173 |        0.227
       0.133 |        0.189 |        0.323
       0.057 |        0.160 |        0.217
       0.089 |        0.154 |        0.243
       0.070 |        0.156 |        0.227
       0.070 |        0.193 |        0.263
       0.209 |        0.159 |        0.367
       0.366 |        0.148 |        0.515
       0.056 |        0.151 |        0.207
       0.117 |        0.225 |        0.342
       0.057 |        0.200 |        0.257
       0.054 |        0.188 |        0.242
       0.165 |        0.192 |        0.357
       0.055 |        0.175 |        0.230
       0.054 |        0.171 |        0.224
       0.054 |        0.158 |        0.211
       0.013 |        0.152 |        0.165
       0.073 |        0.150 |        0.223
       0.054 |        0.169 |        0.224
       0.053 |        0.178 |        0.231
       0.054 |        0.186 |        0.240
       0.291 |        0.203 |        0.494
       0.058 |        0.186 |        0.244
       0.151 |        0.189 |        0.340
       0.284 |        0.196 |        0.480
       0.161 |        0.212 |        0.373
       0.080 |        0.181 |        0.262
       0.041 |        0.181 |        0.222
       0.090 |        0.181 |        0.272
       0.091 |        0.164 |        0.255
       0.059 |        0.203 |        0.262
       0.245 |        0.159 |        0.404
       0.287 |        0.161 |        0.448
       0.408 |        0.202 |        0.611
       0.642 |        0.205 |        0.846
       0.057 |        0.203 |        0.261
       0.055 |        0.222 |        0.277
       0.068 |        0.240 |        0.308
       0.027 |        0.222 |        0.249
       0.256 |        0.191 |        0.447
       0.294 |        0.195 |        0.490
       0.201 |        0.184 |        0.385
       0.066 |        0.227 |        0.292
       0.106 |        0.206 |        0.312
       0.248 |        0.178 |        0.427
       0.157 |        0.177 |        0.334
       0.062 |        0.178 |        0.240
       0.036 |        0.177 |        0.213
       0.059 |        0.212 |        0.271
       0.063 |        0.215 |        0.278
       0.061 |        0.216 |        0.276
       0.060 |        0.219 |        0.279
       0.291 |        0.211 |        0.502
       0.062 |        0.188 |        0.250
       0.091 |        0.184 |        0.275
       0.061 |        0.197 |        0.258
       0.058 |        0.183 |        0.241
       0.120 |        0.165 |        0.285
       0.062 |        0.343 |        0.405
       0.189 |        0.188 |        0.377
       0.063 |        0.161 |        0.224
       0.063 |        0.213 |        0.275
       0.058 |        0.206 |        0.263
       0.062 |        0.188 |        0.250
       0.057 |        0.206 |        0.263
       0.057 |        0.203 |        0.260
       0.067 |        0.991 |        1.058
       0.064 |        0.211 |        0.274
       0.075 |        0.207 |        0.282
       0.063 |        0.207 |        0.270
       0.255 |        0.220 |        0.475
       0.501 |        0.190 |        0.691
       0.479 |        0.184 |        0.663
       0.673 |        0.265 |        0.938
       0.683 |        0.170 |        0.853
       0.841 |        0.180 |        1.022
       0.744 |        0.174 |        0.918
       0.754 |        0.184 |        0.937
       0.063 |        0.227 |        0.289
       0.061 |        0.225 |        0.286
       0.057 |        0.216 |        0.273
       0.055 |        0.180 |        0.235
       0.055 |        0.176 |        0.231
       0.055 |        0.685 |        0.740
       0.338 |        0.155 |        0.493
       0.055 |        0.153 |        0.207
       0.174 |        0.223 |        0.398
       0.132 |        0.210 |        0.342
       0.355 |        0.177 |        0.533
       0.057 |        0.200 |        0.257
       0.101 |        0.177 |        0.278
       0.198 |        0.163 |        0.361
       0.055 |        0.173 |        0.228
       0.055 |        0.184 |        0.239
       0.099 |        0.173 |        0.272
       0.057 |        0.179 |        0.235
       0.055 |        0.161 |        0.215
       0.054 |        0.171 |        0.225
       0.106 |        0.251 |        0.357
       0.300 |        0.188 |        0.488
       0.172 |        0.179 |        0.352
       0.120 |        0.246 |        0.365
       0.105 |        0.213 |        0.318
       0.055 |        0.187 |        0.242
       0.100 |        0.198 |        0.298
       0.096 |        0.213 |        0.309
       0.347 |        0.180 |        0.527
       0.498 |        0.173 |        0.671
       0.056 |        0.168 |        0.224
       0.086 |        0.168 |        0.255
       0.141 |        0.197 |        0.338
       0.055 |        0.222 |        0.277
       0.193 |        0.189 |        0.382
       0.055 |        0.191 |        0.246
       0.087 |        0.189 |        0.276
       0.055 |        0.186 |        0.241
       0.249 |        0.186 |        0.435
       0.389 |        0.186 |        0.575
       0.112 |        0.207 |        0.319
       0.056 |        0.170 |        0.226
       0.058 |        0.185 |        0.243
       0.174 |        0.173 |        0.347
       0.099 |        0.188 |        0.287
       0.018 |        0.172 |        0.191
       0.100 |        0.183 |        0.282
       0.096 |        0.193 |        0.289
       0.055 |        0.166 |        0.221
       0.110 |        0.197 |        0.307
       0.087 |        0.184 |        0.271
       0.011 |        0.172 |        0.183
       0.227 |        0.165 |        0.392
       0.055 |        0.160 |        0.215
       0.054 |        0.161 |        0.215
       0.054 |        0.174 |        0.228
       0.107 |        0.207 |        0.315
       0.058 |        0.198 |        0.256
       0.055 |        0.165 |        0.220
       0.064 |        0.190 |        0.253
       0.185 |        0.168 |        0.353
       0.054 |        0.178 |        0.232
       0.054 |        0.183 |        0.238
       0.054 |        0.176 |        0.230
       0.062 |        0.259 |        0.321
       0.104 |        0.199 |        0.303
       0.103 |        0.278 |        0.380
       0.108 |        0.207 |        0.315
       0.358 |        0.177 |        0.535
       0.468 |        0.170 |        0.637
       0.056 |        0.170 |        0.225
       0.114 |        0.217 |        0.331
       0.057 |        0.244 |        0.301
       0.056 |        0.204 |        0.260
       0.110 |        0.217 |        0.327
       0.054 |        0.181 |        0.235
       0.059 |        0.199 |        0.259
       0.055 |        0.206 |        0.260
       0.063 |        0.232 |        0.295
       0.087 |        0.201 |        0.288
       0.089 |        0.210 |        0.299
       0.055 |        0.180 |        0.234
       0.227 |        0.176 |        0.403
       0.330 |        0.165 |        0.495
       0.088 |        0.186 |        0.275
       0.058 |        0.178 |        0.236
       0.054 |        0.159 |        0.214
       0.182 |        0.155 |        0.337
       0.088 |        0.171 |        0.259
       0.055 |        0.167 |        0.222
       0.024 |        0.178 |        0.203
       0.087 |        0.173 |        0.260
       0.055 |        0.163 |        0.218
       0.054 |        0.175 |        0.229
       0.054 |        0.164 |        0.218
       0.111 |        0.157 |        0.268
       0.059 |        0.176 |        0.235
       0.090 |        0.175 |        0.265
       0.093 |        0.175 |        0.268
       0.070 |        0.165 |        0.235
       0.055 |        0.156 |        0.211
       0.155 |        0.152 |        0.307
       0.096 |        0.168 |        0.264
       0.057 |        0.175 |        0.232
       0.100 |        0.210 |        0.311
       0.111 |        0.255 |        0.367
       0.062 |        0.297 |        0.359
       0.056 |        0.266 |        0.323
       0.061 |        0.327 |        0.388
       0.108 |        0.253 |        0.361
       0.034 |        0.219 |        0.253
       0.060 |        0.271 |        0.331
       0.056 |        0.226 |        0.282
       0.054 |        0.204 |        0.259
       0.137 |        0.307 |        0.444
       0.057 |        0.197 |        0.254
       0.028 |        0.255 |        0.282
       0.202 |        0.260 |        0.463
       0.225 |        0.251 |        0.476
       0.138 |        0.319 |        0.457
       0.056 |        0.220 |        0.276
       0.168 |        0.194 |        0.361
       0.054 |        0.204 |        0.259
       0.060 |        0.230 |        0.290
       0.054 |        0.219 |        0.274
       0.055 |        0.193 |        0.248
       0.003 |        0.176 |        0.178
       0.014 |        0.213 |        0.227
       0.192 |        0.219 |        0.411
       0.403 |        0.177 |        0.580
       0.131 |        0.176 |        0.307
       0.057 |        0.197 |        0.255
       0.054 |        0.169 |        0.223
       0.140 |        0.180 |        0.320
       0.057 |        0.196 |        0.253
       0.054 |        0.208 |        0.263
       0.083 |        0.224 |        0.307
       0.068 |        0.213 |        0.281
       0.055 |        0.204 |        0.259
       0.054 |        0.172 |        0.226
       0.112 |        0.243 |        0.354
       0.057 |        0.218 |        0.275
       0.192 |        0.188 |        0.380
       0.056 |        0.198 |        0.254
       0.058 |        0.223 |        0.281
       0.179 |        0.209 |        0.388
       0.234 |        0.203 |        0.437
       0.138 |        0.251 |        0.389
       0.104 |        0.242 |        0.346
       0.055 |        0.247 |        0.302
       0.054 |        0.183 |        0.237
       0.188 |        0.197 |        0.384
       0.356 |        0.197 |        0.553
       0.074 |        0.214 |        0.288
       0.054 |        0.196 |        0.250
       0.118 |        0.195 |        0.313
       0.055 |        0.192 |        0.247
       0.063 |        0.278 |        0.340
       0.056 |        0.212 |        0.268
       0.056 |        0.211 |        0.267
       0.056 |        0.223 |        0.279
       0.055 |        0.216 |        0.271
       0.085 |        0.198 |        0.283
       0.060 |        0.274 |        0.334
       0.055 |        0.247 |        0.302
       0.057 |        0.225 |        0.281
       0.159 |        0.228 |        0.387
       0.055 |        0.238 |        0.294
       0.054 |        0.221 |        0.276
       0.054 |        0.209 |        0.263
       0.054 |        0.221 |        0.275
       0.054 |        0.199 |        0.253
       0.054 |        0.189 |        0.243
       0.054 |        0.222 |        0.276
       0.054 |        0.197 |        0.252
       0.054 |        0.195 |        0.249
       0.054 |        0.202 |        0.256
       0.057 |        0.200 |        0.257
       0.146 |        0.202 |        0.348
       0.155 |        0.182 |        0.336
       0.122 |        0.300 |        0.422
       0.046 |        0.222 |        0.268
       0.056 |        0.212 |        0.267
       0.109 |        0.269 |        0.378
       0.123 |        0.203 |        0.327
       0.087 |        0.217 |        0.303
       0.055 |        0.199 |        0.254
       0.235 |        0.194 |        0.430
       0.112 |        0.283 |        0.395
       0.459 |        0.205 |        0.664
       0.375 |        0.203 |        0.578
       0.064 |        0.251 |        0.315
       0.188 |        0.194 |        0.382
       0.055 |        0.183 |        0.239
