  QueueTimes | ServiceTimes | SojournTimes
       0.064 |        0.174 |        0.238
       0.029 |        0.236 |        0.265
       0.057 |        0.245 |        0.303
       0.062 |        0.276 |        0.338
       0.055 |        0.186 |        0.240
       0.048 |        0.198 |        0.247
       0.056 |        0.191 |        0.247
       0.054 |        0.202 |        0.256
       0.018 |        0.177 |        0.195
       0.054 |        0.185 |        0.239
       0.054 |        0.240 |        0.294
       0.054 |        0.222 |        0.276
       0.054 |        0.214 |        0.268
       0.059 |        0.243 |        0.301
       0.189 |        0.198 |        0.388
       0.054 |        0.215 |        0.269
       0.054 |        0.202 |        0.256
       0.020 |        0.196 |        0.215
       0.029 |        0.210 |        0.239
       0.068 |        0.201 |        0.269
       0.053 |        0.197 |        0.251
       0.053 |        0.261 |        0.314
       0.067 |        0.228 |        0.295
       0.054 |        0.239 |        0.293
       0.054 |        0.186 |        0.240
       0.054 |        0.226 |        0.280
       0.248 |        0.195 |        0.443
       0.188 |        0.204 |        0.392
       0.054 |        0.216 |        0.270
       0.054 |        0.198 |        0.252
       0.060 |        0.309 |        0.369
       0.177 |        0.270 |        0.447
       0.055 |        0.226 |        0.282
       0.057 |        0.282 |        0.339
       0.198 |        0.223 |        0.421
       0.055 |        0.231 |        0.286
       0.054 |        0.238 |        0.292
       0.188 |        0.216 |        0.405
       0.052 |        0.252 |        0.305
       0.057 |        0.222 |        0.279
       0.004 |        0.264 |        0.268
       0.204 |        0.213 |        0.417
       0.061 |        0.232 |        0.293
       0.137 |        0.250 |        0.387
       0.056 |        0.213 |        0.269
       0.054 |        0.195 |        0.249
       0.055 |        0.205 |        0.260
       0.119 |        0.282 |        0.401
       0.259 |        0.198 |        0.457
       0.451 |        0.208 |        0.659
       0.056 |        0.188 |        0.244
       0.054 |        0.198 |        0.252
       0.057 |        0.248 |        0.305
       0.353 |        0.212 |        0.564
       0.063 |        0.228 |        0.292
       0.110 |        0.206 |        0.315
       0.209 |        0.236 |        0.445
       0.153 |        0.229 |        0.382
       0.288 |        0.218 |        0.507
       0.179 |        0.213 |        0.392
       0.055 |        0.198 |        0.254
       0.115 |        0.274 |        0.389
       0.221 |        0.243 |        0.464
       0.055 |        0.195 |        0.251
       0.054 |        0.191 |        0.245
       0.090 |        0.294 |        0.384
       0.060 |        0.230 |        0.290
       0.060 |        0.230 |        0.290
       0.199 |        0.185 |        0.384
       0.089 |        0.215 |        0.304
       0.075 |        0.215 |        0.289
       0.063 |        0.185 |        0.248
       0.062 |        0.222 |        0.284
       0.060 |        0.493 |        0.553
       0.221 |        0.239 |        0.459
       0.489 |        0.237 |        0.725
       0.063 |        0.149 |        0.212
       0.084 |        0.156 |        0.241
       0.696 |        0.179 |        0.875
       0.079 |        0.177 |        0.256
       0.231 |        0.209 |        0.440
       0.075 |        0.170 |        0.246
       0.071 |        0.171 |        0.241
       0.225 |        0.170 |        0.396
       0.345 |        0.186 |        0.531
       0.300 |        0.172 |        0.471
       0.053 |        0.160 |        0.213
       0.478 |        0.254 |        0.732
       0.447 |        0.190 |        0.637
       0.061 |        0.197 |        0.258
       0.056 |        0.199 |        0.254
       0.061 |        0.176 |        0.237
       0.068 |        0.183 |        0.251
       0.031 |        0.160 |        0.191
       1.056 |        0.207 |        1.263
       1.044 |        0.184 |        1.228
       1.121 |        0.166 |        1.287
       0.647 |        0.995 |        1.643
       1.323 |        0.156 |        1.479
       0.061 |        0.153 |        0.214
       0.001 |        0.195 |        0.196
       0.156 |        0.166 |        0.322
       0.023 |        0.157 |        0.180
       0.390 |        0.262 |        0.651
       0.205 |        0.211 |        0.416
       0.057 |        0.233 |        0.290
       0.101 |        0.220 |        0.321
       0.128 |        0.244 |        0.372
       0.055 |        0.200 |        0.255
       0.185 |        0.241 |        0.426
       0.055 |        0.172 |        0.228
       0.053 |        0.153 |        0.205
       0.053 |        0.178 |        0.230
       0.113 |        0.315 |        0.428
       0.218 |        0.249 |        0.467
       0.523 |        0.232 |        0.755
       0.057 |        0.203 |        0.260
       0.089 |        0.242 |        0.330
       0.054 |        0.211 |        0.265
       0.073 |        0.212 |        0.285
       0.055 |        0.239 |        0.294
       0.175 |        0.227 |        0.402
       0.127 |        0.286 |        0.412
       0.056 |        0.237 |        0.294
       0.110 |        0.254 |        0.363
       0.126 |        0.224 |        0.351
       0.277 |        0.190 |        0.467
       0.127 |        0.298 |        0.425
       0.115 |        0.221 |        0.336
       0.185 |        0.209 |        0.394
       0.310 |        0.189 |        0.499
       0.056 |        0.180 |        0.235
       0.109 |        0.223 |        0.331
       0.244 |        0.223 |        0.468
       0.055 |        0.226 |        0.281
       0.106 |        0.245 |        0.351
       0.213 |        0.225 |        0.438
       0.208 |        0.203 |        0.411
       0.055 |        0.191 |        0.247
       0.291 |        0.200 |        0.492
       0.054 |        0.221 |        0.275
       0.176 |        0.187 |        0.363
       0.071 |        0.186 |        0.257
       0.170 |        0.235 |        0.405
       0.055 |        0.192 |        0.247
       0.201 |        0.169 |        0.370
       0.076 |        0.176 |        0.252
       0.203 |        0.194 |        0.397
       0.090 |        0.172 |        0.262
       0.080 |        0.211 |        0.291
       0.179 |        0.181 |        0.360
       0.056 |        0.179 |        0.235
       0.016 |        0.166 |        0.182
       0.054 |        0.176 |        0.230
       0.053 |        0.171 |        0.225
       0.055 |        0.174 |        0.229
       0.053 |        0.148 |        0.202
       0.054 |        0.149 |        0.203
       0.092 |        0.174 |        0.267
       0.159 |        0.173 |        0.332
       0.055 |        0.154 |        0.209
       0.054 |        0.163 |        0.216
       0.232 |        0.181 |        0.413
       0.175 |        0.192 |        0.367
       0.368 |        0.207 |        0.575
       0.080 |        0.174 |        0.254
       0.019 |        0.187 |        0.207
       0.079 |        0.175 |        0.254
       0.078 |        0.203 |        0.282
       0.204 |        0.248 |        0.452
       0.056 |        0.212 |        0.268
       0.054 |        0.200 |        0.254
       0.190 |        0.212 |        0.401
       0.171 |        0.965 |        1.136
       0.054 |        0.154 |        0.208
       0.125 |        0.156 |        0.282
       0.261 |        0.138 |        0.399
       0.087 |        0.157 |        0.244
       0.052 |        0.167 |        0.219
       0.068 |        0.157 |        0.224
       0.173 |        0.138 |        0.311
       0.068 |        0.166 |        0.234
       0.052 |        0.158 |        0.210
       0.084 |        0.140 |        0.225
       0.070 |        0.134 |        0.204
       0.052 |        0.138 |        0.190
       0.124 |        0.135 |        0.259
       0.052 |        0.136 |        0.188
       0.070 |        0.132 |        0.202
       0.053 |        0.132 |        0.185
       0.171 |        0.140 |        0.311
       0.073 |        0.164 |        0.236
       0.068 |        0.154 |        0.222
       0.120 |        0.122 |        0.242
       0.151 |        0.126 |        0.277
       0.072 |        0.130 |        0.202
       0.068 |        0.144 |        0.213
       0.052 |        0.154 |        0.206
       0.130 |        0.133 |        0.263
       0.053 |        0.127 |        0.180
       0.052 |        0.123 |        0.175
       0.052 |        0.134 |        0.186
       0.052 |        0.138 |        0.190
       0.055 |        0.131 |        0.186
       0.092 |        0.150 |        0.242
       0.117 |        0.132 |        0.249
       0.072 |        0.445 |        0.517
       0.812 |        0.145 |        0.957
       0.065 |        0.181 |        0.246
       0.052 |        0.924 |        0.977
       0.610 |        0.128 |        0.737
       0.053 |        0.116 |        0.169
       0.182 |        0.114 |        0.297
       0.053 |        0.134 |        0.187
       0.175 |        0.131 |        0.306
       0.364 |        0.142 |        0.506
       0.464 |        0.137 |        0.601
       0.186 |        0.127 |        0.312
       0.206 |        0.127 |        0.332
       0.088 |        0.139 |        0.227
       0.046 |        0.136 |        0.182
       0.186 |        0.129 |        0.315
       0.053 |        0.126 |        0.179
       0.052 |        0.127 |        0.179
       0.024 |        0.126 |        0.151
       0.091 |        0.986 |        1.077
       0.054 |        0.124 |        0.178
       0.100 |        0.127 |        0.226
       0.014 |        0.124 |        0.137
       0.053 |        0.122 |        0.174
       0.161 |        0.160 |        0.321
       0.164 |        0.164 |        0.328
       0.066 |        0.144 |        0.210
       0.068 |        0.185 |        0.253
       0.070 |        0.189 |        0.259
       0.168 |        0.148 |        0.316
       0.177 |        0.145 |        0.322
       0.074 |        0.166 |        0.240
       0.052 |        0.136 |        0.188
       0.173 |        0.152 |        0.325
       0.172 |        0.142 |        0.314
       0.053 |        0.168 |        0.221
       0.069 |        0.137 |        0.206
       0.069 |        0.137 |        0.206
       0.053 |        0.115 |        0.168
       0.137 |        0.220 |        0.357
       0.054 |        0.187 |        0.241
       0.053 |        0.169 |        0.222
       0.170 |        0.160 |        0.331
       0.290 |        0.158 |        0.448
       0.053 |        0.161 |        0.214
       0.052 |        0.135 |        0.188
       0.060 |        0.138 |        0.198
       0.053 |        0.138 |        0.190
       0.071 |        0.154 |        0.225
       0.054 |        0.150 |        0.204
       0.012 |        0.143 |        0.155
       0.052 |        0.134 |        0.186
       0.067 |        0.186 |        0.253
       0.089 |        0.187 |        0.276
       0.111 |        0.311 |        0.422
       0.374 |        0.225 |        0.600
       0.054 |        0.165 |        0.219
       0.054 |        0.148 |        0.202
       0.174 |        0.191 |        0.365
       0.267 |        0.169 |        0.436
       0.911 |        0.177 |        1.089
       0.110 |        0.187 |        0.296
       0.241 |        0.193 |        0.434
       0.179 |        0.169 |        0.348
       0.056 |        0.156 |        0.212
       0.154 |        0.151 |        0.306
       0.694 |        0.233 |        0.927
       0.026 |        0.192 |        0.218
       0.105 |        0.162 |        0.267
       0.847 |        0.197 |        1.044
       0.054 |        0.164 |        0.218
       0.010 |        0.183 |        0.194
       0.131 |        0.155 |        0.286
       0.072 |        0.168 |        0.240
       0.187 |        0.177 |        0.364
       0.311 |        0.149 |        0.460
       0.379 |        0.183 |        0.562
       0.467 |        0.168 |        0.635
       0.756 |        0.147 |        0.903
       0.792 |        0.156 |        0.948
       0.440 |        0.169 |        0.609
       0.532 |        0.219 |        0.751
       0.168 |        0.192 |        0.360
       0.054 |        0.157 |        0.210
       0.067 |        0.185 |        0.252
       0.092 |        0.171 |        0.262
       0.182 |        0.172 |        0.354
       0.193 |        0.180 |        0.373
       0.057 |        0.175 |        0.233
       0.186 |        0.167 |        0.353
       0.053 |        0.192 |        0.246
       0.069 |        0.187 |        0.256
       0.844 |        0.180 |        1.023
       0.164 |        0.177 |        0.342
       0.072 |        0.167 |        0.239
       0.063 |        0.213 |        0.276
       0.251 |        1.040 |        1.291
       0.259 |        0.155 |        0.414
       0.251 |        0.156 |        0.407
       0.041 |        0.157 |        0.198
       0.159 |        0.156 |        0.316
       0.166 |        0.149 |        0.315
       0.053 |        0.160 |        0.213
       0.452 |        0.172 |        0.624
       0.437 |        0.166 |        0.603
       0.054 |        1.004 |        1.058
       0.054 |        0.146 |        0.200
       0.164 |        0.204 |        0.367
       0.052 |        0.172 |        0.224
       0.217 |        0.193 |        0.410
       0.183 |        0.161 |        0.345
       0.010 |        0.173 |        0.183
       0.074 |        0.217 |        0.291
       0.197 |        0.184 |        0.382
       0.090 |        0.159 |        0.249
       0.170 |        0.155 |        0.325
       0.084 |        0.163 |        0.247
       0.056 |        0.153 |        0.209
       0.114 |        0.140 |        0.254
       0.592 |        0.135 |        0.727
       0.053 |        0.163 |        0.216
       0.054 |        0.154 |        0.208
       0.074 |        0.171 |        0.246
       0.170 |        0.144 |        0.314
       0.054 |        0.188 |        0.242
       0.072 |        0.204 |        0.275
       0.165 |        0.212 |        0.377
       0.217 |        0.217 |        0.434
       0.088 |        0.274 |        0.362
       0.054 |        0.232 |        0.287
       0.054 |        0.212 |        0.266
       0.070 |        0.211 |        0.282
       0.054 |        0.186 |        0.240
       0.132 |        0.171 |        0.303
       0.054 |        0.202 |        0.256
       0.054 |        0.203 |        0.257
       0.228 |        0.257 |        0.486
       0.016 |        0.201 |        0.217
       0.056 |        0.208 |        0.264
       0.054 |        0.175 |        0.228
       0.054 |        0.176 |        0.229
       0.147 |        0.236 |        0.382
       0.060 |        0.233 |        0.293
       0.055 |        0.196 |        0.251
       0.060 |        0.249 |        0.310
       0.170 |        0.337 |        0.508
       0.056 |        0.178 |        0.234
       0.233 |        0.162 |        0.394
       0.158 |        0.178 |        0.336
       0.068 |        0.174 |        0.243
       0.054 |        0.163 |        0.217
       0.069 |        0.192 |        0.261
       0.081 |        0.198 |        0.279
       0.075 |        0.235 |        0.309
       0.116 |        0.192 |        0.308
       0.216 |        0.153 |        0.369
       0.054 |        0.186 |        0.240
       0.053 |        0.234 |        0.288
       0.052 |        0.159 |        0.212
       0.188 |        0.157 |        0.345
       0.109 |        0.302 |        0.412
       0.514 |        0.254 |        0.768
       0.408 |        0.193 |        0.601
       0.292 |        0.178 |        0.470
       0.147 |        0.276 |        0.423
       0.181 |        0.237 |        0.418
       0.056 |        0.217 |        0.274
       0.203 |        0.266 |        0.469
       0.055 |        0.242 |        0.297
       0.180 |        0.194 |        0.374
       0.181 |        0.229 |        0.411
       0.081 |        0.309 |        0.389
       0.106 |        0.231 |        0.337
       0.056 |        0.250 |        0.306
       0.130 |        0.221 |        0.350
       0.057 |        0.165 |        0.222
       0.055 |        0.184 |        0.239
       0.097 |        0.183 |        0.280
       0.106 |        0.234 |        0.340
       0.219 |        0.208 |        0.427
       0.128 |        0.244 |        0.372
       0.187 |        0.256 |        0.443
       0.055 |        0.213 |        0.269
       0.118 |        0.253 |        0.371
       0.240 |        0.279 |        0.519
       0.081 |        0.213 |        0.294
       0.046 |        0.228 |        0.274
       0.054 |        0.213 |        0.267
       0.087 |        0.201 |        0.288
       0.058 |        0.202 |        0.260
       0.056 |        0.222 |        0.278
       0.055 |        0.230 |        0.285
       0.058 |        0.210 |        0.268
       0.087 |        0.195 |        0.282
       0.055 |        0.214 |        0.269
       0.110 |        0.232 |        0.342
       0.076 |        0.301 |        0.376
       0.467 |        0.222 |        0.689
       0.187 |        0.244 |        0.431
       0.061 |        0.238 |        0.299
       0.130 |        0.282 |        0.412
       0.055 |        0.208 |        0.263
       0.226 |        0.310 |        0.536
       0.061 |        0.218 |        0.280
       0.126 |        0.253 |        0.379
       0.056 |        0.198 |        0.254
       0.054 |        0.206 |        0.261
       0.019 |        0.203 |        0.222
       0.119 |        0.218 |        0.337
       0.055 |        0.190 |        0.246
       0.216 |        0.238 |        0.454
       0.252 |        0.258 |        0.509
       0.419 |        0.219 |        0.638
       0.056 |        0.186 |        0.242
       0.076 |        0.235 |        0.311
       0.103 |        0.259 |        0.362
       0.239 |        0.206 |        0.445
       0.183 |        0.199 |        0.382
       0.055 |        0.216 |        0.271
       0.054 |        0.226 |        0.280
       0.128 |        0.215 |        0.343
       0.054 |        0.183 |        0.237
       0.054 |        0.208 |        0.263
       0.117 |        0.258 |        0.375
       0.186 |        0.300 |        0.486
       0.116 |        0.225 |        0.341
       0.062 |        0.229 |        0.292
       0.114 |        0.305 |        0.420
       0.131 |        0.180 |        0.312
       0.184 |        0.190 |        0.374
       0.251 |        0.149 |        0.400
       0.098 |        0.146 |        0.245
       0.169 |        0.989 |        1.157
       0.541 |        0.137 |        0.678
       0.694 |        0.145 |        0.839
       0.094 |        0.197 |        0.291
       0.075 |        0.198 |        0.273
       0.189 |        0.168 |        0.358
       0.053 |        0.156 |        0.208
       0.177 |        0.149 |        0.326
       0.146 |        0.169 |        0.315
       0.107 |        0.161 |        0.268
       0.110 |        0.414 |        0.524
       0.533 |        0.219 |        0.752
       0.226 |        0.234 |        0.459
       0.057 |        0.215 |        0.272
       0.056 |        0.206 |        0.261
       0.166 |        0.217 |        0.383
       0.008 |        0.222 |        0.230
       0.265 |        0.235 |        0.501
       0.084 |        0.208 |        0.292
       0.061 |        0.212 |        0.273
       0.180 |        0.246 |        0.425
       0.070 |        0.235 |        0.306
       0.274 |        0.194 |        0.469
       0.450 |        0.203 |        0.653
       0.058 |        0.223 |        0.281
       0.109 |        0.251 |        0.360
       0.063 |        0.239 |        0.302
       0.323 |        0.200 |        0.523
       0.156 |        0.155 |        0.311
       0.074 |        1.025 |        1.098
       0.173 |        0.241 |        0.414
       0.285 |        0.211 |        0.497
       0.178 |        0.187 |        0.365
       0.056 |        0.191 |        0.247
       0.059 |        0.210 |        0.270
       0.080 |        0.224 |        0.303
       0.274 |        0.181 |        0.455
       0.297 |        0.182 |        0.479
       0.093 |        0.251 |        0.345
       0.276 |        0.229 |        0.505
       0.097 |        0.211 |        0.308
       0.066 |        0.293 |        0.359
       0.086 |        0.236 |        0.321
       0.215 |        0.217 |        0.432
       0.225 |        0.201 |        0.425
       0.120 |        0.184 |        0.304
       0.145 |        0.201 |        0.347
       0.080 |        0.190 |        0.269
       0.107 |        0.202 |        0.309
       0.058 |        0.232 |        0.289
       0.076 |        0.185 |        0.261
       0.073 |        0.178 |        0.251
       0.018 |        0.175 |        0.193
       0.054 |        0.182 |        0.236
       0.109 |        0.190 |        0.299
       0.200 |        0.194 |        0.394
       0.112 |        0.219 |        0.331
       0.198 |        0.218 |        0.416
       0.061 |        0.258 |        0.319
       0.079 |        0.203 |        0.282
       0.054 |        0.195 |        0.249
       0.053 |        0.184 |        0.237
       0.010 |        0.178 |        0.188
       0.015 |        0.176 |        0.191
       0.059 |        0.196 |        0.255
       0.126 |        0.216 |        0.342
       0.081 |        0.223 |        0.303
       0.220 |        0.176 |        0.396
       0.075 |        0.177 |        0.252
       0.062 |        0.185 |        0.247
       0.209 |        0.253 |        0.462
       0.375 |        0.242 |        0.617
       0.465 |        0.222 |        0.688
       0.208 |        0.172 |        0.380
       0.107 |        0.233 |        0.340
       0.228 |        0.223 |        0.451
       0.055 |        0.182 |        0.237
       0.104 |        0.174 |        0.278
       0.054 |        0.174 |        0.229
       0.225 |        0.172 |        0.397
       0.113 |        0.180 |        0.293
       0.054 |        0.126 |        0.181
       0.052 |        0.123 |        0.175
       0.087 |        0.132 |        0.220
       0.085 |        0.121 |        0.206
       0.156 |        0.143 |        0.299
       0.201 |        0.165 |        0.366
       0.190 |        0.158 |        0.348
       0.083 |        0.197 |        0.280
       0.071 |        0.148 |        0.218
       0.069 |        0.149 |        0.219
       0.069 |        0.145 |        0.215
       0.163 |        0.137 |        0.300
       0.058 |        0.134 |        0.192
       0.073 |        0.167 |        0.239
       0.180 |        0.143 |        0.322
       0.344 |        0.134 |        0.478
       0.072 |        0.159 |        0.230
       0.055 |        0.145 |        0.200
       0.055 |        0.158 |        0.214
       0.072 |        0.150 |        0.222
       0.052 |        0.125 |        0.177
       0.052 |        0.135 |        0.187
       0.180 |        0.132 |        0.313
       0.010 |        0.135 |        0.144
       0.174 |        0.148 |        0.321
       0.053 |        0.157 |        0.210
       0.052 |        0.132 |        0.184
       0.161 |        0.140 |        0.301
       0.177 |        0.137 |        0.314
       0.157 |        0.143 |        0.300
       0.056 |        0.131 |        0.187
       0.111 |        0.217 |        0.328
       0.097 |        0.143 |        0.240
       0.053 |        0.149 |        0.202
       0.162 |        0.147 |        0.309
       0.069 |        0.139 |        0.207
       0.013 |        0.127 |        0.139
       0.174 |        0.150 |        0.323
       0.071 |        0.129 |        0.200
       0.056 |        0.141 |        0.197
       0.180 |        0.131 |        0.311
       0.053 |        0.128 |        0.181
       0.165 |        0.136 |        0.301
       0.166 |        0.130 |        0.297
       0.285 |        0.127 |        0.412
       0.161 |        0.123 |        0.284
       0.290 |        0.127 |        0.417
       0.175 |        0.139 |        0.314
       0.145 |        0.149 |        0.294
       0.159 |        0.139 |        0.298
       0.133 |        0.134 |        0.267
       0.174 |        0.152 |        0.326
       0.073 |        0.159 |        0.231
       0.054 |        0.137 |        0.190
       0.089 |        0.165 |        0.254
       0.054 |        0.162 |        0.216
       0.070 |        0.182 |        0.252
       0.053 |        0.165 |        0.218
       0.077 |        0.162 |        0.239
       0.154 |        0.180 |        0.334
       0.183 |        0.172 |        0.355
       0.081 |        0.163 |        0.244
       0.196 |        0.238 |        0.434
       0.089 |        0.263 |        0.352
       0.057 |        0.271 |        0.328
       0.087 |        0.266 |        0.354
       0.191 |        0.251 |        0.442
       0.082 |        0.251 |        0.334
       0.189 |        0.255 |        0.444
       0.145 |        0.176 |        0.321
       0.102 |        0.206 |        0.307
       0.178 |        0.196 |        0.374
       0.013 |        0.192 |        0.205
       0.072 |        0.226 |        0.299
       0.339 |        0.190 |        0.529
       0.062 |        0.179 |        0.241
       0.246 |        0.255 |        0.501
       0.086 |        0.265 |        0.351
       0.313 |        0.245 |        0.558
       0.190 |        0.294 |        0.484
       0.181 |        0.297 |        0.478
       0.080 |        0.288 |        0.369
       0.075 |        0.253 |        0.327
       0.247 |        0.241 |        0.488
       0.077 |        0.231 |        0.308
       0.103 |        0.278 |        0.381
       0.083 |        0.284 |        0.367
       0.066 |        0.269 |        0.335
       0.398 |        0.247 |        0.645
       0.059 |        0.246 |        0.305
       0.166 |        0.245 |        0.411
       0.475 |        0.249 |        0.724
       0.183 |        0.295 |        0.478
       0.521 |        0.284 |        0.805
       0.311 |        0.298 |        0.609
       0.237 |        0.296 |        0.532
       0.067 |        0.313 |        0.380
       0.061 |        0.284 |        0.345
       0.070 |        0.270 |        0.340
       0.242 |        0.256 |        0.498
       0.259 |        0.269 |        0.528
       0.587 |        0.244 |        0.831
       0.059 |        0.279 |        0.339
       0.087 |        0.186 |        0.273
       0.072 |        0.186 |        0.258
       0.098 |        0.298 |        0.396
       0.367 |        0.252 |        0.619
       0.671 |        0.235 |        0.905
       0.058 |        0.173 |        0.230
       0.055 |        0.175 |        0.230
       0.256 |        0.171 |        0.427
       0.096 |        0.197 |        0.293
       0.134 |        0.200 |        0.335
       0.069 |        0.214 |        0.284
       0.089 |        0.186 |        0.275
       0.092 |        0.199 |        0.291
       0.055 |        0.183 |        0.238
       0.164 |        0.217 |        0.382
       0.057 |        0.201 |        0.258
       0.055 |        0.211 |        0.266
       0.151 |        0.200 |        0.351
       0.056 |        0.190 |        0.245
       0.054 |        0.173 |        0.227
       0.054 |        0.172 |        0.226
       0.171 |        0.193 |        0.364
       0.074 |        0.215 |        0.288
       0.058 |        0.188 |        0.245
       0.150 |        0.201 |        0.351
       0.232 |        0.195 |        0.427
       0.474 |        0.203 |        0.677
       0.561 |        0.187 |        0.748
       0.492 |        0.178 |        0.670
       0.481 |        0.179 |        0.660
       0.077 |        0.208 |        0.285
       0.164 |        0.183 |        0.347
       0.090 |        0.190 |        0.280
       0.316 |        0.174 |        0.491
       0.177 |        0.210 |        0.388
       0.174 |        0.185 |        0.359
       0.125 |        0.179 |        0.304
       0.161 |        0.230 |        0.392
       0.125 |        0.217 |        0.342
       0.077 |        0.218 |        0.295
       0.166 |        0.225 |        0.391
       0.075 |        0.245 |        0.320
       0.159 |        0.235 |        0.395
       0.073 |        0.203 |        0.276
       0.091 |        0.204 |        0.295
       0.171 |        0.225 |        0.396
       0.092 |        0.198 |        0.289
       0.236 |        0.182 |        0.417
       0.298 |        0.171 |        0.470
       0.096 |        0.158 |        0.254
       0.059 |        0.158 |        0.217
       0.168 |        0.186 |        0.354
       0.055 |        0.174 |        0.228
       0.066 |        0.182 |        0.248
       0.054 |        0.196 |        0.251
       0.168 |        0.183 |        0.351
       0.160 |        0.160 |        0.321
       0.054 |        0.151 |        0.206
       0.178 |        0.191 |        0.369
       0.159 |        0.185 |        0.344
       0.055 |        0.171 |        0.226
       0.103 |        0.192 |        0.295
       0.170 |        0.222 |        0.392
       0.063 |        0.235 |        0.298
       0.296 |        0.211 |        0.507
       0.055 |        0.204 |        0.259
       0.117 |        0.199 |        0.316
       0.069 |        0.211 |        0.280
       0.160 |        0.177 |        0.338
       0.176 |        0.202 |        0.378
       0.392 |        0.186 |        0.578
       0.627 |        0.185 |        0.812
       0.051 |        0.189 |        0.240
       0.171 |        0.182 |        0.353
       0.158 |        0.173 |        0.331
       0.276 |        0.166 |        0.442
       0.074 |        0.173 |        0.247
       0.180 |        0.180 |        0.360
       0.331 |        0.237 |        0.568
       0.056 |        0.185 |        0.241
       0.070 |        0.225 |        0.296
       0.054 |        0.210 |        0.264
       0.168 |        0.203 |        0.372
       0.171 |        0.232 |        0.402
       0.270 |        0.220 |        0.490
       0.074 |        0.235 |        0.309
       0.155 |        0.263 |        0.418
       0.154 |        0.235 |        0.388
       0.073 |        0.219 |        0.292
       0.170 |        0.195 |        0.365
       0.169 |        0.208 |        0.378
       0.056 |        0.197 |        0.253
       0.256 |        0.198 |        0.454
       0.158 |        0.225 |        0.383
       0.176 |        0.247 |        0.423
       0.444 |        0.234 |        0.679
       0.437 |        0.231 |        0.669
       0.448 |        0.212 |        0.660
       0.245 |        0.211 |        0.456
       0.092 |        0.212 |        0.304
       0.176 |        0.207 |        0.383
       0.056 |        0.204 |        0.261
       0.056 |        0.200 |        0.256
       0.125 |        0.199 |        0.324
       0.150 |        0.242 |        0.393
       0.255 |        0.225 |        0.480
       0.408 |        0.214 |        0.622
       0.329 |        0.213 |        0.542
       0.353 |        0.206 |        0.559
       0.169 |        0.212 |        0.381
       0.074 |        0.201 |        0.275
       0.164 |        0.194 |        0.358
       0.271 |        0.196 |        0.467
       0.161 |        0.192 |        0.352
       0.904 |        0.184 |        1.088
       0.059 |        0.178 |        0.237
       0.058 |        0.162 |        0.219
       0.077 |        0.174 |        0.251
       0.072 |        0.179 |        0.250
       0.431 |        0.170 |        0.600
       0.107 |        0.165 |        0.273
       0.656 |        0.154 |        0.810
       0.059 |        0.190 |        0.249
       0.696 |        0.159 |        0.856
       0.074 |        1.019 |        1.093
       0.071 |        0.198 |        0.269
       0.169 |        0.151 |        0.320
       0.165 |        0.159 |        0.324
       0.091 |        0.150 |        0.241
       0.373 |        0.139 |        0.512
       0.156 |        0.134 |        0.290
       0.175 |        0.126 |        0.300
       0.026 |        0.124 |        0.150
       0.074 |        0.134 |        0.209
       0.794 |        0.134 |        0.928
       0.882 |        0.112 |        0.995
       0.344 |        0.111 |        0.455
       0.040 |        0.108 |        0.148
       0.166 |        0.136 |        0.303
       0.172 |        0.130 |        0.302
       0.714 |        0.122 |        0.836
       0.582 |        0.118 |        0.700
       0.078 |        1.007 |        1.085
       0.178 |        0.120 |        0.298
       0.181 |        0.126 |        0.307
       0.053 |        0.118 |        0.171
       0.068 |        0.137 |        0.205
       0.149 |        0.114 |        0.263
       0.278 |        0.117 |        0.395
       0.150 |        0.115 |        0.265
       0.267 |        0.115 |        0.382
       0.366 |        0.115 |        0.480
       0.572 |        0.113 |        0.684
       0.079 |        0.107 |        0.186
       0.114 |        0.106 |        0.220
       0.215 |        0.105 |        0.320
       0.053 |        0.103 |        0.156
       0.189 |        0.118 |        0.307
       0.326 |        0.113 |        0.438
       0.457 |        0.110 |        0.567
       0.086 |        0.135 |        0.221
       0.097 |        0.131 |        0.228
       0.053 |        0.118 |        0.171
       0.056 |        0.112 |        0.168
       0.161 |        0.121 |        0.282
       0.191 |        0.110 |        0.301
       0.232 |        0.108 |        0.340
       0.319 |        0.106 |        0.425
       0.170 |        0.130 |        0.300
       0.156 |        0.121 |        0.277
       0.046 |        0.118 |        0.163
       0.072 |        0.135 |        0.207
       0.069 |        0.145 |        0.215
       0.051 |        0.108 |        0.159
       0.176 |        0.112 |        0.288
       0.041 |        0.104 |        0.145
       0.156 |        0.119 |        0.275
       0.160 |        0.113 |        0.273
       0.072 |        0.139 |        0.211
       0.177 |        0.111 |        0.288
       0.199 |        0.106 |        0.305
       0.176 |        0.132 |        0.308
       0.262 |        0.113 |        0.375
       0.075 |        0.124 |        0.198
       0.123 |        0.112 |        0.235
       0.053 |        0.110 |        0.163
       0.150 |        0.112 |        0.262
       0.052 |        0.107 |        0.159
       0.167 |        0.127 |        0.294
       0.072 |        0.143 |        0.215
       0.091 |        0.121 |        0.212
       0.053 |        0.115 |        0.167
       0.082 |        0.995 |        1.077
       0.950 |        0.132 |        1.081
       0.168 |        0.112 |        0.280
       0.175 |        0.119 |        0.294
       0.625 |        0.139 |        0.764
       0.086 |        0.170 |        0.255
       0.176 |        0.151 |        0.327
       0.016 |        0.130 |        0.146
