  QueueTimes | ServiceTimes | SojournTimes
       0.213 |        0.314 |        0.527
       0.279 |        0.276 |        0.555
       0.059 |        0.246 |        0.305
       0.220 |        0.298 |        0.518
       0.074 |        0.264 |        0.338
       0.156 |        0.306 |        0.463
       0.216 |        0.328 |        0.544
       0.269 |        0.293 |        0.562
       0.217 |        0.278 |        0.495
       0.405 |        0.257 |        0.662
       0.230 |        0.264 |        0.494
       0.206 |        0.247 |        0.453
       0.206 |        0.280 |        0.486
       0.059 |        0.245 |        0.304
       0.057 |        0.238 |        0.294
       0.205 |        0.260 |        0.465
       0.059 |        0.241 |        0.300
       0.162 |        0.240 |        0.402
       0.195 |        0.215 |        0.411
       0.029 |        0.202 |        0.230
       0.056 |        0.210 |        0.266
       0.208 |        0.214 |        0.422
       0.180 |        0.220 |        0.400
       0.070 |        0.199 |        0.270
       0.214 |        0.252 |        0.466
       0.206 |        0.282 |        0.488
       0.075 |        0.254 |        0.330
       0.288 |        0.233 |        0.521
       0.209 |        0.281 |        0.490
       0.228 |        0.306 |        0.533
       0.213 |        0.358 |        0.572
       0.063 |        0.305 |        0.368
       0.072 |        0.337 |        0.409
       0.489 |        0.284 |        0.773
       0.069 |        0.274 |        0.342
       0.195 |        0.255 |        0.451
       0.429 |        0.234 |        0.663
       0.224 |        0.266 |        0.490
       0.226 |        0.249 |        0.475
       0.059 |        0.222 |        0.280
       0.193 |        0.218 |        0.411
       0.159 |        0.308 |        0.467
       0.516 |        0.266 |        0.781
       0.076 |        0.233 |        0.309
       0.213 |        0.233 |        0.446
       0.381 |        0.250 |        0.632
       0.074 |        0.245 |        0.319
       0.221 |        0.269 |        0.490
       0.180 |        0.293 |        0.474
       0.075 |        0.280 |        0.354
       0.172 |        0.265 |        0.437
       0.223 |        0.354 |        0.577
       0.169 |        0.368 |        0.537
       0.060 |        0.301 |        0.361
       0.403 |        0.276 |        0.679
       0.071 |        0.276 |        0.347
       0.217 |        0.280 |        0.496
       0.064 |        0.279 |        0.343
       0.231 |        0.292 |        0.522
       0.059 |        0.266 |        0.326
       0.188 |        0.240 |        0.427
       0.089 |        0.234 |        0.323
       0.067 |        0.265 |        0.332
       0.352 |        0.233 |        0.585
       0.492 |        0.223 |        0.716
       0.074 |        0.237 |        0.311
       0.211 |        0.232 |        0.443
       0.229 |        0.213 |        0.441
       0.121 |        0.212 |        0.333
       0.060 |        0.190 |        0.250
       0.009 |        0.190 |        0.199
       0.104 |        0.178 |        0.282
       0.228 |        0.180 |        0.408
       0.220 |        0.183 |        0.403
       0.056 |        0.181 |        0.238
       0.203 |        0.239 |        0.442
       0.210 |        0.241 |        0.451
       0.217 |        0.265 |        0.483
       0.308 |        0.242 |        0.550
       0.217 |        0.253 |        0.470
       0.177 |        0.327 |        0.504
       0.071 |        0.262 |        0.333
       0.075 |        0.257 |        0.333
       0.215 |        0.260 |        0.475
       0.058 |        0.235 |        0.293
       0.036 |        0.224 |        0.260
       0.104 |        0.216 |        0.321
       0.277 |        0.206 |        0.482
       0.163 |        0.218 |        0.380
       0.223 |        0.234 |        0.457
       0.225 |        0.313 |        0.538
       0.477 |        0.284 |        0.761
       0.090 |        0.242 |        0.332
       0.060 |        0.225 |        0.284
       0.071 |        0.235 |        0.306
       0.213 |        0.318 |        0.531
       0.059 |        0.257 |        0.316
       0.056 |        0.224 |        0.280
       0.171 |        0.236 |        0.406
       0.132 |        0.220 |        0.352
       0.073 |        0.218 |        0.291
       0.190 |        0.217 |        0.407
       0.222 |        0.203 |        0.425
       0.403 |        0.199 |        0.602
       0.307 |        0.186 |        0.493
       0.076 |        0.198 |        0.274
       0.055 |        0.175 |        0.230
       0.247 |        0.176 |        0.423
       0.069 |        0.183 |        0.252
       0.054 |        0.162 |        0.216
       0.054 |        0.160 |        0.213
       0.058 |        0.188 |        0.246
       0.285 |        0.175 |        0.460
       0.350 |        0.163 |        0.512
       0.532 |        0.152 |        0.684
       0.223 |        0.267 |        0.490
       0.205 |        0.208 |        0.412
       0.049 |        0.210 |        0.259
       0.056 |        0.186 |        0.243
       0.155 |        0.209 |        0.364
       0.056 |        0.216 |        0.272
       0.068 |        0.203 |        0.271
       0.070 |        0.178 |        0.249
       0.263 |        0.222 |        0.484
       0.211 |        0.215 |        0.427
       0.299 |        0.203 |        0.502
       0.538 |        0.185 |        0.723
       0.056 |        0.175 |        0.231
       0.213 |        0.222 |        0.435
       0.120 |        0.201 |        0.321
       0.057 |        0.189 |        0.246
       0.097 |        0.209 |        0.306
       0.073 |        0.205 |        0.278
       0.079 |        0.198 |        0.277
       0.161 |        0.183 |        0.344
       0.070 |        0.201 |        0.270
       0.140 |        0.205 |        0.345
       0.067 |        0.246 |        0.313
       0.171 |        0.248 |        0.419
       0.449 |        0.227 |        0.676
       0.216 |        0.237 |        0.453
       0.241 |        0.235 |        0.476
       0.077 |        0.225 |        0.303
       0.056 |        0.207 |        0.262
       0.056 |        0.214 |        0.270
       0.212 |        0.223 |        0.435
       0.430 |        0.207 |        0.637
       0.055 |        0.204 |        0.259
       0.057 |        0.201 |        0.258
       0.055 |        0.181 |        0.236
       0.172 |        0.269 |        0.441
       0.419 |        0.240 |        0.658
       0.187 |        0.295 |        0.482
       0.283 |        0.248 |        0.531
       0.213 |        0.227 |        0.440
       0.165 |        0.311 |        0.476
       0.061 |        0.292 |        0.353
       0.071 |        0.285 |        0.356
       0.218 |        0.306 |        0.524
       0.075 |        0.273 |        0.348
       0.098 |        0.343 |        0.440
       0.077 |        0.322 |        0.398
       0.219 |        0.395 |        0.614
       0.077 |        0.314 |        0.391
       0.090 |        0.303 |        0.393
       0.208 |        0.315 |        0.523
       0.215 |        0.295 |        0.509
       0.343 |        0.280 |        0.623
       0.060 |        0.307 |        0.367
       0.075 |        0.267 |        0.342
       0.217 |        0.294 |        0.511
       0.079 |        0.286 |        0.365
       0.074 |        0.272 |        0.346
       0.263 |        0.277 |        0.539
       0.227 |        0.284 |        0.511
       0.299 |        0.261 |        0.561
       0.307 |        0.378 |        0.684
       0.320 |        0.322 |        0.642
       0.012 |        0.296 |        0.309
       0.081 |        0.279 |        0.360
       0.156 |        0.273 |        0.429
       0.062 |        0.257 |        0.319
       0.069 |        0.283 |        0.352
       0.154 |        0.340 |        0.494
       0.471 |        0.305 |        0.776
       0.030 |        0.297 |        0.327
       0.163 |        0.350 |        0.513
       0.173 |        0.307 |        0.480
       0.348 |        0.292 |        0.640
       0.551 |        0.263 |        0.814
       0.479 |        0.246 |        0.725
       0.669 |        0.246 |        0.915
       0.209 |        0.248 |        0.457
       0.235 |        0.231 |        0.466
       0.276 |        0.269 |        0.544
       0.058 |        0.266 |        0.324
       0.210 |        0.312 |        0.522
       0.172 |        0.332 |        0.504
       0.157 |        0.263 |        0.420
       0.203 |        0.232 |        0.435
       0.058 |        0.212 |        0.270
       0.060 |        0.204 |        0.264
       0.056 |        0.193 |        0.249
       0.072 |        0.202 |        0.274
       0.223 |        0.208 |        0.431
       0.237 |        0.260 |        0.498
       0.226 |        0.377 |        0.603
       0.217 |        0.363 |        0.580
       0.118 |        0.324 |        0.442
       0.187 |        0.267 |        0.454
       0.060 |        0.259 |        0.320
       0.245 |        0.249 |        0.494
       0.071 |        0.259 |        0.330
       0.177 |        0.280 |        0.457
       0.363 |        0.289 |        0.652
       0.061 |        0.286 |        0.347
       0.318 |        0.306 |        0.624
       0.031 |        0.299 |        0.330
       0.356 |        0.339 |        0.695
       0.072 |        0.385 |        0.457
       0.236 |        0.359 |        0.595
       0.366 |        0.329 |        0.695
       0.168 |        0.434 |        0.602
       0.281 |        0.370 |        0.651
       0.248 |        0.374 |        0.622
       0.681 |        0.360 |        1.040
       0.176 |        0.410 |        0.587
       0.687 |        0.335 |        1.022
       0.164 |        0.310 |        0.474
       0.076 |        0.295 |        0.371
       0.340 |        0.281 |        0.622
       0.217 |        0.300 |        0.517
       0.182 |        0.336 |        0.518
       0.061 |        0.317 |        0.378
       0.223 |        0.305 |        0.529
       0.216 |        0.337 |        0.552
       0.607 |        0.298 |        0.905
       0.796 |        0.257 |        1.054
       0.227 |        0.279 |        0.506
       0.220 |        0.307 |        0.527
       0.060 |        0.283 |        0.343
       0.335 |        0.273 |        0.608
       0.180 |        0.270 |        0.450
       0.297 |        0.275 |        0.572
       0.059 |        0.262 |        0.321
       0.190 |        0.260 |        0.450
       0.438 |        0.228 |        0.666
       0.528 |        0.220 |        0.748
       0.600 |        0.210 |        0.810
       0.073 |        0.212 |        0.285
       0.215 |        0.199 |        0.414
       0.057 |        0.201 |        0.258
       0.222 |        0.229 |        0.451
       0.213 |        0.260 |        0.473
       0.145 |        0.226 |        0.371
       0.216 |        0.264 |        0.479
       0.245 |        0.365 |        0.609
       0.198 |        0.287 |        0.485
       0.164 |        0.277 |        0.441
       0.062 |        0.257 |        0.319
       0.137 |        0.253 |        0.391
       0.269 |        0.270 |        0.539
       0.216 |        0.268 |        0.484
       0.208 |        0.250 |        0.459
       0.355 |        0.272 |        0.626
       0.058 |        0.233 |        0.291
       0.155 |        0.222 |        0.377
       0.208 |        0.232 |        0.440
       0.067 |        0.242 |        0.309
       0.059 |        0.232 |        0.291
       0.210 |        0.250 |        0.460
       0.115 |        0.366 |        0.481
       0.558 |        0.280 |        0.838
       0.345 |        0.249 |        0.594
       0.077 |        0.246 |        0.322
       0.123 |        0.227 |        0.350
       0.114 |        0.218 |        0.332
       0.072 |        0.222 |        0.294
       0.217 |        0.226 |        0.443
       0.016 |        0.212 |        0.228
       0.223 |        0.323 |        0.546
       0.058 |        0.236 |        0.294
       0.214 |        0.228 |        0.442
       0.070 |        0.222 |        0.292
       0.229 |        0.217 |        0.445
       0.206 |        0.276 |        0.482
       0.075 |        0.252 |        0.327
       0.222 |        0.259 |        0.480
       0.425 |        0.254 |        0.679
       0.665 |        0.237 |        0.902
       0.442 |        0.217 |        0.659
       0.059 |        0.208 |        0.267
       0.056 |        0.202 |        0.258
       0.069 |        0.208 |        0.277
       0.208 |        0.219 |        0.427
       0.210 |        0.224 |        0.435
       0.250 |        0.224 |        0.475
       0.263 |        0.202 |        0.465
       0.206 |        0.230 |        0.435
       0.208 |        0.228 |        0.436
       0.355 |        0.217 |        0.572
       0.225 |        0.347 |        0.572
       0.071 |        0.299 |        0.370
       0.088 |        0.274 |        0.362
       0.076 |        0.269 |        0.345
       0.166 |        0.290 |        0.456
       0.160 |        0.287 |        0.447
       0.218 |        0.267 |        0.485
       0.074 |        0.258 |        0.332
       0.057 |        0.239 |        0.296
       0.056 |        0.219 |        0.275
       0.216 |        0.255 |        0.472
       0.076 |        0.244 |        0.320
       0.232 |        0.258 |        0.490
       0.058 |        0.238 |        0.297
       0.216 |        0.250 |        0.466
       0.216 |        0.250 |        0.465
       0.058 |        0.236 |        0.294
       0.071 |        0.231 |        0.302
       0.069 |        0.243 |        0.312
       0.221 |        0.224 |        0.445
       0.222 |        0.259 |        0.481
       0.059 |        0.259 |        0.318
       0.070 |        0.252 |        0.322
       0.069 |        0.255 |        0.324
       0.314 |        0.257 |        0.571
       0.057 |        0.249 |        0.306
       0.107 |        0.232 |        0.338
       0.336 |        0.229 |        0.565
       0.478 |        0.219 |        0.697
       0.565 |        0.213 |        0.778
       0.698 |        0.196 |        0.895
       0.825 |        0.203 |        1.028
       1.072 |        0.194 |        1.266
       1.316 |        0.176 |        1.492
       1.297 |        0.167 |        1.463
       1.481 |        0.166 |        1.647
       0.969 |        0.168 |        1.137
       1.171 |        0.156 |        1.328
       0.071 |        0.175 |        0.245
       0.212 |        0.166 |        0.378
       0.210 |        0.169 |        0.379
       0.374 |        0.163 |        0.537
       0.233 |        0.180 |        0.413
       0.052 |        0.180 |        0.232
       0.174 |        0.260 |        0.434
       0.320 |        0.204 |        0.524
       0.075 |        0.220 |        0.295
       0.069 |        0.209 |        0.278
       0.234 |        0.201 |        0.435
       0.326 |        0.196 |        0.522
       0.538 |        0.196 |        0.734
       0.216 |        0.195 |        0.411
       0.056 |        0.182 |        0.238
       0.225 |        0.198 |        0.423
       0.235 |        0.191 |        0.426
       0.057 |        0.197 |        0.254
       0.071 |        0.213 |        0.285
       0.240 |        0.183 |        0.423
       0.221 |        0.220 |        0.441
       0.268 |        0.218 |        0.486
       0.322 |        0.212 |        0.533
       0.022 |        0.199 |        0.221
       0.173 |        0.194 |        0.367
       0.075 |        0.203 |        0.277
       0.055 |        0.178 |        0.233
       0.218 |        0.192 |        0.409
       0.056 |        0.175 |        0.231
       0.282 |        0.195 |        0.478
       0.031 |        0.189 |        0.219
       0.074 |        0.199 |        0.273
       0.095 |        0.219 |        0.314
       0.079 |        0.205 |        0.284
       0.222 |        0.219 |        0.441
       0.207 |        0.283 |        0.490
       0.075 |        0.246 |        0.321
       0.222 |        0.247 |        0.469
       0.058 |        0.222 |        0.280
       0.071 |        0.225 |        0.295
       0.069 |        0.224 |        0.293
       0.068 |        0.221 |        0.289
       0.150 |        0.204 |        0.354
       0.111 |        0.200 |        0.311
       0.063 |        0.208 |        0.271
       0.232 |        0.198 |        0.430
       0.470 |        0.183 |        0.653
       0.076 |        0.195 |        0.271
       0.054 |        0.181 |        0.236
       0.258 |        0.173 |        0.431
       0.243 |        0.172 |        0.415
       0.390 |        0.164 |        0.555
       0.215 |        0.192 |        0.407
       0.074 |        0.203 |        0.276
       0.055 |        0.182 |        0.237
       0.061 |        0.171 |        0.232
       0.054 |        0.171 |        0.225
       0.054 |        0.165 |        0.220
       0.229 |        0.185 |        0.413
       0.056 |        0.168 |        0.225
       0.226 |        0.192 |        0.418
       0.244 |        0.178 |        0.421
       0.198 |        0.173 |        0.371
       0.169 |        0.230 |        0.399
       0.075 |        0.221 |        0.296
       0.070 |        0.218 |        0.288
       0.055 |        0.194 |        0.249
       0.172 |        0.209 |        0.381
       0.362 |        0.192 |        0.555
       0.377 |        0.184 |        0.561
       0.420 |        0.182 |        0.602
       0.389 |        0.167 |        0.556
       0.310 |        0.602 |        0.912
       0.609 |        0.154 |        0.763
       0.055 |        0.145 |        0.200
       0.209 |        0.149 |        0.358
       0.054 |        0.170 |        0.224
       0.072 |        0.158 |        0.231
       0.161 |        0.135 |        0.296
       0.121 |        0.132 |        0.253
       0.054 |        0.131 |        0.185
       0.053 |        0.126 |        0.180
       0.219 |        0.133 |        0.353
       0.217 |        0.141 |        0.358
       0.216 |        0.206 |        0.421
       0.219 |        0.180 |        0.399
       0.216 |        0.183 |        0.399
       0.056 |        0.179 |        0.235
       0.055 |        0.165 |        0.221
       0.058 |        0.171 |        0.229
       0.190 |        0.170 |        0.360
       0.273 |        0.160 |        0.432
       0.222 |        0.167 |        0.390
       0.184 |        0.168 |        0.352
       0.099 |        0.177 |        0.275
       0.274 |        0.180 |        0.454
       0.168 |        0.178 |        0.346
       0.213 |        0.199 |        0.412
       0.075 |        0.196 |        0.270
       0.223 |        0.187 |        0.410
       0.091 |        0.184 |        0.275
       0.057 |        0.178 |        0.235
       0.212 |        0.179 |        0.391
       0.227 |        0.186 |        0.412
       0.057 |        0.181 |        0.238
       0.062 |        0.185 |        0.248
       0.069 |        0.185 |        0.253
       0.125 |        0.173 |        0.298
       0.220 |        0.162 |        0.382
       0.221 |        0.162 |        0.383
       0.073 |        0.183 |        0.255
       0.212 |        0.174 |        0.386
       0.056 |        0.181 |        0.238
       0.055 |        0.178 |        0.233
       0.033 |        0.180 |        0.212
       0.200 |        0.185 |        0.385
       0.226 |        0.180 |        0.406
       0.221 |        0.183 |        0.405
       0.153 |        0.182 |        0.335
       0.066 |        0.231 |        0.298
       0.225 |        0.248 |        0.472
       0.265 |        0.243 |        0.507
       0.149 |        0.250 |        0.399
       0.334 |        0.240 |        0.575
       0.218 |        0.226 |        0.444
       0.080 |        0.219 |        0.299
       0.156 |        0.208 |        0.364
       0.232 |        0.213 |        0.445
       0.170 |        0.214 |        0.384
       0.061 |        0.191 |        0.252
       0.290 |        0.204 |        0.493
       0.058 |        0.202 |        0.260
       0.171 |        0.232 |        0.403
       0.316 |        0.221 |        0.537
       0.214 |        0.207 |        0.421
       0.078 |        0.228 |        0.305
       0.196 |        0.211 |        0.406
       0.268 |        0.248 |        0.516
       0.222 |        0.255 |        0.477
       0.151 |        0.242 |        0.393
       0.211 |        0.220 |        0.431
       0.217 |        0.286 |        0.503
       0.062 |        0.284 |        0.345
       0.072 |        0.276 |        0.348
       0.370 |        0.255 |        0.625
       0.653 |        0.253 |        0.906
       0.072 |        0.252 |        0.323
       0.284 |        0.322 |        0.605
       0.503 |        0.262 |        0.765
       0.497 |        0.250 |        0.747
       0.526 |        0.235 |        0.761
       0.340 |        0.218 |        0.558
       0.190 |        0.230 |        0.420
       0.316 |        0.208 |        0.524
       0.265 |        0.186 |        0.451
       0.138 |        0.189 |        0.327
       0.009 |        0.175 |        0.183
       0.174 |        0.175 |        0.349
       0.178 |        0.169 |        0.348
       0.215 |        0.169 |        0.384
       0.378 |        0.172 |        0.549
       0.483 |        0.163 |        0.646
       0.056 |        0.160 |        0.216
       0.219 |        0.150 |        0.368
       0.055 |        0.153 |        0.209
       0.198 |        0.156 |        0.354
       0.291 |        0.146 |        0.437
       0.071 |        0.165 |        0.235
       0.054 |        0.148 |        0.203
       0.219 |        0.136 |        0.356
       0.141 |        0.175 |        0.316
       0.232 |        0.173 |        0.404
       0.076 |        0.183 |        0.259
       0.160 |        0.164 |        0.324
       0.321 |        0.163 |        0.484
       0.224 |        0.162 |        0.385
       0.167 |        0.166 |        0.334
       0.223 |        0.173 |        0.396
       0.167 |        0.189 |        0.356
       0.058 |        0.187 |        0.245
       0.208 |        0.196 |        0.405
       0.131 |        0.189 |        0.320
       0.210 |        0.194 |        0.404
       0.429 |        0.189 |        0.618
       0.593 |        0.178 |        0.772
       0.404 |        0.179 |        0.583
       0.076 |        0.187 |        0.263
       0.206 |        0.174 |        0.380
       0.070 |        0.175 |        0.245
       0.266 |        0.181 |        0.447
       0.244 |        0.172 |        0.415
       0.063 |        0.173 |        0.236
       0.030 |        0.173 |        0.203
       0.057 |        0.170 |        0.227
       0.071 |        0.182 |        0.252
       0.047 |        0.165 |        0.212
       0.099 |        0.154 |        0.253
       0.055 |        0.150 |        0.204
       0.055 |        0.149 |        0.203
       0.091 |        0.159 |        0.250
       0.075 |        0.180 |        0.255
       0.071 |        0.181 |        0.251
       0.069 |        0.174 |        0.243
       0.176 |        0.216 |        0.393
       0.345 |        0.176 |        0.521
       0.216 |        0.192 |        0.408
       0.293 |        0.188 |        0.481
       0.057 |        0.183 |        0.240
       0.221 |        0.200 |        0.420
       0.016 |        0.199 |        0.215
       0.061 |        0.201 |        0.261
       0.070 |        0.208 |        0.278
       0.293 |        0.177 |        0.471
       0.445 |        0.175 |        0.620
       0.564 |        0.174 |        0.738
       0.288 |        0.175 |        0.463
       0.299 |        0.169 |        0.468
       0.306 |        0.162 |        0.468
       0.520 |        0.183 |        0.703
       0.222 |        0.180 |        0.402
       0.055 |        0.160 |        0.216
       0.054 |        0.162 |        0.216
       0.070 |        0.178 |        0.248
       0.261 |        0.172 |        0.433
       0.310 |        0.160 |        0.470
       0.482 |        0.168 |        0.649
       0.525 |        0.153 |        0.677
       0.076 |        0.173 |        0.249
       0.208 |        0.192 |        0.400
       0.208 |        0.170 |        0.378
       0.271 |        0.235 |        0.506
       0.213 |        0.299 |        0.511
       0.059 |        0.233 |        0.292
       0.058 |        0.226 |        0.283
       0.071 |        0.224 |        0.295
       0.173 |        0.240 |        0.414
       0.173 |        0.210 |        0.383
       0.075 |        0.209 |        0.284
       0.205 |        0.228 |        0.432
       0.378 |        0.220 |        0.598
       0.057 |        0.217 |        0.274
       0.204 |        0.231 |        0.435
       0.207 |        0.238 |        0.445
       0.225 |        0.248 |        0.473
       0.483 |        0.231 |        0.714
       0.126 |        0.208 |        0.334
       0.020 |        0.204 |        0.224
       0.242 |        0.201 |        0.443
       0.142 |        0.188 |        0.330
       0.099 |        0.238 |        0.337
       0.206 |        0.239 |        0.445
       0.057 |        0.218 |        0.276
       0.228 |        0.220 |        0.448
       0.189 |        0.204 |        0.393
       0.366 |        0.205 |        0.571
       0.211 |        0.207 |        0.418
       0.320 |        0.192 |        0.512
       0.144 |        0.180 |        0.324
       0.181 |        0.230 |        0.411
       0.217 |        0.231 |        0.448
       0.057 |        0.225 |        0.282
       0.037 |        0.210 |        0.247
       0.148 |        0.205 |        0.353
       0.330 |        0.201 |        0.531
       0.056 |        0.185 |        0.241
       0.143 |        0.176 |        0.319
       0.069 |        0.208 |        0.277
       0.212 |        0.181 |        0.392
       0.074 |        0.204 |        0.278
       0.251 |        0.185 |        0.436
       0.301 |        0.173 |        0.474
       0.222 |        0.253 |        0.474
       0.075 |        0.234 |        0.309
       0.267 |        0.217 |        0.484
       0.218 |        0.210 |        0.427
       0.074 |        0.210 |        0.285
       0.062 |        0.215 |        0.277
       0.221 |        0.229 |        0.450
       0.167 |        0.204 |        0.371
       0.169 |        0.320 |        0.489
       0.318 |        0.240 |        0.558
       0.351 |        0.233 |        0.584
       0.077 |        0.242 |        0.318
       0.056 |        0.216 |        0.271
       0.270 |        0.201 |        0.471
       0.115 |        0.189 |        0.304
       0.167 |        0.205 |        0.372
       0.157 |        0.236 |        0.393
       0.156 |        0.117 |        0.273
       0.084 |        0.202 |        0.287
       0.336 |        0.206 |        0.542
       0.157 |        0.195 |        0.352
       0.211 |        0.239 |        0.450
       0.171 |        0.297 |        0.468
       0.386 |        0.246 |        0.632
       0.057 |        0.222 |        0.279
       0.284 |        0.234 |        0.518
       0.047 |        0.209 |        0.256
       0.314 |        0.204 |        0.517
       0.158 |        0.232 |        0.390
       0.057 |        0.212 |        0.269
       0.210 |        0.330 |        0.540
       0.427 |        0.297 |        0.724
       0.416 |        0.280 |        0.696
       0.096 |        0.307 |        0.404
       0.213 |        0.311 |        0.524
       0.414 |        0.273 |        0.687
       0.076 |        0.259 |        0.335
       0.057 |        0.256 |        0.314
       0.057 |        0.240 |        0.297
       0.304 |        0.235 |        0.539
       0.056 |        0.212 |        0.268
       0.198 |        0.211 |        0.409
       0.079 |        0.246 |        0.326
       0.277 |        0.255 |        0.532
       0.242 |        0.237 |        0.479
       0.155 |        0.262 |        0.417
       0.117 |        0.259 |        0.376
       0.425 |        0.227 |        0.652
       0.603 |        0.213 |        0.816
       0.287 |        0.246 |        0.533
       0.145 |        0.232 |        0.377
       0.201 |        0.229 |        0.431
       0.125 |        0.300 |        0.424
       0.396 |        0.265 |        0.661
       0.198 |        0.260 |        0.458
       0.206 |        0.267 |        0.473
       0.076 |        0.260 |        0.336
       0.069 |        0.287 |        0.356
       0.005 |        0.288 |        0.293
       0.109 |        0.280 |        0.389
       0.213 |        0.358 |        0.571
       0.263 |        0.351 |        0.614
       0.196 |        0.341 |        0.537
       0.398 |        0.303 |        0.701
       0.731 |        0.301 |        1.032
       0.992 |        0.282 |        1.273
       0.078 |        0.284 |        0.362
       0.066 |        0.256 |        0.322
       0.070 |        0.291 |        0.361
       0.058 |        0.272 |        0.330
       0.255 |        0.276 |        0.531
       0.553 |        0.293 |        0.846
       0.544 |        0.286 |        0.830
       0.264 |        0.283 |        0.547
       0.324 |        0.267 |        0.591
       0.075 |        0.260 |        0.335
       0.328 |        0.242 |        0.570
       0.069 |        0.245 |        0.314
       0.056 |        0.231 |        0.287
       0.213 |        0.250 |        0.463
       0.405 |        0.232 |        0.637
       0.384 |        0.211 |        0.594
       0.326 |        0.212 |        0.537
       0.058 |        0.192 |        0.250
       0.214 |        0.210 |        0.424
       0.057 |        0.181 |        0.237
       0.070 |        0.200 |        0.270
       0.145 |        0.171 |        0.316
       0.213 |        0.183 |        0.396
       0.075 |        0.188 |        0.263
       0.055 |        0.174 |        0.229
       0.233 |        0.182 |        0.416
       0.089 |        0.171 |        0.260
       0.210 |        0.199 |        0.409
       0.057 |        0.194 |        0.251
       0.224 |        0.192 |        0.416
       0.225 |        0.180 |        0.404
       0.072 |        0.185 |        0.257
       0.215 |        0.254 |        0.469
       0.057 |        0.200 |        0.257
       0.055 |        0.197 |        0.252
       0.184 |        0.298 |        0.482
       0.209 |        0.265 |        0.474
       0.210 |        0.249 |        0.459
       0.059 |        0.221 |        0.280
       0.189 |        0.208 |        0.397
       0.065 |        0.236 |        0.301
       0.220 |        0.245 |        0.465
       0.370 |        0.225 |        0.595
       0.315 |        0.220 |        0.535
       0.296 |        0.206 |        0.502
       0.224 |        0.218 |        0.442
       0.110 |        0.201 |        0.310
       0.059 |        0.187 |        0.245
       0.160 |        0.266 |        0.425
       0.090 |        0.239 |        0.329
       0.056 |        0.232 |        0.289
       0.069 |        0.238 |        0.307
       0.169 |        0.250 |        0.419
       0.383 |        0.238 |        0.621
       0.212 |        0.288 |        0.500
       0.227 |        0.255 |        0.482
       0.212 |        0.244 |        0.456
       0.074 |        0.244 |        0.318
       0.345 |        0.227 |        0.572
       0.448 |        0.218 |        0.666
       0.056 |        0.196 |        0.251
       0.204 |        0.224 |        0.427
       0.310 |        0.213 |        0.523
       0.217 |        0.207 |        0.425
       0.175 |        0.200 |        0.376
       0.056 |        0.189 |        0.245
       0.070 |        0.207 |        0.276
       0.055 |        0.177 |        0.232
       0.271 |        0.194 |        0.464
       0.062 |        0.203 |        0.265
       0.064 |        0.175 |        0.239
       0.113 |        0.176 |        0.290
       0.255 |        0.171 |        0.426
       0.421 |        0.159 |        0.580
       0.071 |        0.185 |        0.256
       0.054 |        0.154 |        0.208
       0.054 |        0.154 |        0.208
       0.054 |        0.150 |        0.204
       0.174 |        0.149 |        0.323
       0.214 |        0.178 |        0.392
       0.274 |        0.166 |        0.440
       0.144 |        0.166 |        0.310
       0.336 |        0.155 |        0.492
       0.211 |        0.208 |        0.419
       0.399 |        0.163 |        0.562
       0.032 |        0.160 |        0.192
       0.220 |        0.172 |        0.392
       0.381 |        0.164 |        0.545
       0.480 |        0.164 |        0.644
       0.055 |        0.154 |        0.209
       0.055 |        0.147 |        0.202
       0.215 |        0.155 |        0.370
       0.074 |        0.249 |        0.323
       0.056 |        0.190 |        0.247
       0.250 |        0.181 |        0.430
       0.071 |        0.191 |        0.262
       0.164 |        0.206 |        0.370
       0.177 |        0.190 |        0.368
       0.216 |        0.194 |        0.410
       0.240 |        0.180 |        0.420
       0.092 |        0.176 |        0.268
       0.055 |        0.169 |        0.224
       0.226 |        0.277 |        0.504
       0.091 |        0.322 |        0.413
       0.060 |        0.253 |        0.313
       0.056 |        0.245 |        0.301
       0.214 |        0.238 |        0.452
       0.406 |        0.244 |        0.650
       0.047 |        0.227 |        0.274
       0.063 |        0.223 |        0.286
       0.072 |        0.207 |        0.279
       0.298 |        0.216 |        0.514
       0.070 |        0.233 |        0.303
       0.055 |        1.028 |        1.083
       0.774 |        0.183 |        0.957
       0.664 |        0.179 |        0.843
       0.061 |        0.170 |        0.231
       0.174 |        0.458 |        0.631
       0.076 |        0.460 |        0.536
       0.067 |        0.133 |        0.200
       0.163 |        0.125 |        0.288
       0.072 |        0.153 |        0.226
       0.070 |        0.147 |        0.217
       0.069 |        0.155 |        0.225
       0.217 |        0.120 |        0.337
       0.053 |        0.115 |        0.168
       0.214 |        0.192 |        0.406
       0.074 |        0.164 |        0.238
       0.217 |        0.153 |        0.370
       0.249 |        0.139 |        0.389
       0.054 |        0.134 |        0.188
       0.213 |        0.211 |        0.424
       0.221 |        0.173 |        0.394
       0.120 |        0.156 |        0.276
       0.220 |        0.159 |        0.379
       0.216 |        0.174 |        0.390
       0.297 |        0.181 |        0.479
       0.176 |        0.177 |        0.353
       0.055 |        0.165 |        0.221
       0.023 |        0.166 |        0.189
       0.069 |        0.178 |        0.248
       0.174 |        0.174 |        0.348
       0.056 |        0.167 |        0.222
       0.175 |        0.168 |        0.343
       0.072 |        0.183 |        0.255
       0.171 |        0.166 |        0.337
