  QueueTimes | ServiceTimes | SojournTimes
       0.325 |        0.216 |        0.541
       0.090 |        0.214 |        0.304
       0.142 |        0.188 |        0.330
       0.216 |        0.220 |        0.435
       0.057 |        0.199 |        0.256
       0.209 |        0.222 |        0.431
       0.064 |        0.208 |        0.272
       0.094 |        0.205 |        0.298
       0.076 |        0.202 |        0.278
       0.070 |        0.211 |        0.281
       0.050 |        0.183 |        0.233
       0.055 |        0.182 |        0.237
       0.224 |        0.200 |        0.424
       0.061 |        0.190 |        0.251
       0.055 |        0.183 |        0.239
       0.093 |        0.238 |        0.331
       0.206 |        0.230 |        0.437
       0.059 |        0.208 |        0.267
       0.056 |        0.201 |        0.257
       0.028 |        0.198 |        0.226
       0.041 |        0.189 |        0.230
       0.070 |        0.204 |        0.274
       0.070 |        0.204 |        0.274
       0.209 |        0.209 |        0.418
       0.170 |        0.195 |        0.365
       0.215 |        0.209 |        0.424
       0.056 |        0.196 |        0.253
       0.161 |        0.207 |        0.368
       0.336 |        0.191 |        0.526
       0.281 |        0.188 |        0.469
       0.057 |        0.181 |        0.237
       0.216 |        0.197 |        0.413
       0.099 |        0.315 |        0.414
       0.214 |        0.261 |        0.475
       0.077 |        0.257 |        0.333
       0.205 |        0.264 |        0.470
       0.347 |        0.241 |        0.588
       0.217 |        0.239 |        0.456
       0.209 |        0.259 |        0.468
       0.222 |        0.241 |        0.463
       0.207 |        0.268 |        0.474
       0.075 |        0.256 |        0.331
       0.072 |        0.249 |        0.321
       0.222 |        0.277 |        0.499
       0.210 |        0.276 |        0.486
       0.210 |        0.304 |        0.514
       0.075 |        0.257 |        0.332
       0.028 |        0.244 |        0.272
       0.056 |        0.226 |        0.283
       0.207 |        0.282 |        0.489
       0.371 |        0.245 |        0.616
       0.641 |        0.242 |        0.883
       0.225 |        0.227 |        0.452
       0.029 |        0.213 |        0.242
       0.178 |        0.217 |        0.395
       0.442 |        0.205 |        0.647
       0.150 |        0.202 |        0.352
       0.175 |        0.192 |        0.367
       0.063 |        0.194 |        0.258
       0.211 |        0.207 |        0.418
       0.329 |        0.194 |        0.523
       0.100 |        0.249 |        0.349
       0.209 |        0.235 |        0.444
       0.207 |        0.324 |        0.531
       0.155 |        0.284 |        0.439
       0.059 |        0.262 |        0.321
       0.046 |        0.238 |        0.284
       0.065 |        0.244 |        0.309
       0.206 |        0.291 |        0.497
       0.224 |        0.284 |        0.508
       0.223 |        0.256 |        0.479
       0.230 |        0.257 |        0.488
       0.157 |        0.323 |        0.480
       0.209 |        0.291 |        0.500
       0.272 |        0.284 |        0.556
       0.267 |        0.474 |        0.741
       0.388 |        0.371 |        0.759
       0.830 |        0.333 |        1.162
       0.567 |        0.311 |        0.878
       0.402 |        0.288 |        0.690
       0.077 |        0.282 |        0.359
       0.071 |        0.283 |        0.353
       0.369 |        0.265 |        0.633
       0.057 |        0.251 |        0.308
       0.078 |        0.366 |        0.444
       0.212 |        0.324 |        0.537
       0.214 |        0.331 |        0.545
       0.365 |        0.273 |        0.638
       0.059 |        0.262 |        0.321
       0.209 |        0.332 |        0.541
       0.283 |        0.314 |        0.598
       0.099 |        0.314 |        0.413
       0.061 |        0.291 |        0.351
       0.072 |        0.302 |        0.373
       0.058 |        0.278 |        0.336
       0.165 |        0.262 |        0.427
       0.071 |        0.276 |        0.347
       0.173 |        0.265 |        0.438
       0.376 |        0.248 |        0.624
       0.056 |        0.217 |        0.274
       0.056 |        0.211 |        0.266
       0.218 |        0.234 |        0.452
       0.278 |        0.221 |        0.499
       0.211 |        0.232 |        0.443
       0.177 |        0.222 |        0.399
       0.215 |        0.331 |        0.545
       0.132 |        0.242 |        0.374
       0.058 |        0.232 |        0.290
       0.070 |        0.432 |        0.502
       0.405 |        0.530 |        0.935
       0.585 |        0.493 |        1.078
       0.680 |        0.463 |        1.143
       0.633 |        0.433 |        1.065
       0.807 |        0.344 |        1.151
       0.821 |        0.329 |        1.149
       0.154 |        0.238 |        0.392
       0.171 |        0.196 |        0.367
       0.406 |        0.164 |        0.570
       0.085 |        0.152 |        0.237
       0.070 |        0.156 |        0.226
       0.163 |        0.143 |        0.306
       0.073 |        0.148 |        0.221
       0.070 |        0.184 |        0.254
       0.057 |        0.155 |        0.212
       0.236 |        0.176 |        0.412
       0.231 |        0.162 |        0.392
       0.229 |        0.169 |        0.399
       0.221 |        0.184 |        0.406
       0.330 |        0.167 |        0.497
       0.224 |        0.241 |        0.465
       0.066 |        0.265 |        0.330
       0.283 |        0.258 |        0.540
       0.487 |        0.269 |        0.756
       0.218 |        0.284 |        0.502
       0.413 |        0.283 |        0.696
       0.636 |        0.288 |        0.924
       0.526 |        0.267 |        0.793
       0.223 |        0.274 |        0.497
       0.376 |        0.254 |        0.629
       0.415 |        0.270 |        0.685
       0.115 |        0.269 |        0.383
       0.450 |        0.273 |        0.724
       0.060 |        0.252 |        0.312
       0.070 |        0.253 |        0.323
       0.052 |        0.233 |        0.286
       0.209 |        0.238 |        0.447
       0.056 |        0.218 |        0.274
       0.250 |        0.221 |        0.471
       0.055 |        0.205 |        0.260
       0.244 |        0.222 |        0.466
       0.175 |        0.214 |        0.389
       0.058 |        0.208 |        0.265
       0.223 |        0.232 |        0.455
       0.054 |        0.209 |        0.263
       0.063 |        0.207 |        0.270
       0.082 |        0.203 |        0.285
       0.056 |        0.183 |        0.239
       0.055 |        0.191 |        0.246
       0.054 |        0.182 |        0.236
       0.054 |        0.170 |        0.224
       0.218 |        0.206 |        0.424
       0.075 |        0.211 |        0.286
       0.055 |        0.193 |        0.248
       0.055 |        0.196 |        0.251
       0.260 |        0.182 |        0.442
       0.170 |        0.248 |        0.418
       0.441 |        0.192 |        0.633
       0.147 |        0.184 |        0.331
       0.099 |        0.172 |        0.271
       0.227 |        0.176 |        0.402
       0.055 |        0.169 |        0.224
       0.216 |        0.193 |        0.408
       0.055 |        0.180 |        0.235
       0.070 |        0.196 |        0.265
       0.170 |        0.243 |        0.413
       0.212 |        0.230 |        0.441
       0.095 |        0.258 |        0.352
       0.067 |        0.259 |        0.326
       0.350 |        0.244 |        0.593
       0.058 |        0.229 |        0.287
       0.056 |        0.224 |        0.280
       0.211 |        0.240 |        0.451
       0.437 |        0.221 |        0.657
       0.135 |        0.218 |        0.354
       0.057 |        0.214 |        0.271
       0.175 |        0.200 |        0.375
       0.247 |        0.190 |        0.436
       0.174 |        0.188 |        0.363
       0.320 |        0.195 |        0.515
       0.223 |        0.175 |        0.398
       0.300 |        0.165 |        0.465
       0.215 |        0.172 |        0.388
       0.073 |        0.190 |        0.263
       0.101 |        0.180 |        0.281
       0.073 |        0.192 |        0.265
       0.182 |        0.167 |        0.349
       0.177 |        0.196 |        0.373
       0.058 |        0.171 |        0.230
       0.055 |        0.166 |        0.220
       0.069 |        0.199 |        0.269
       0.220 |        0.183 |        0.403
       0.055 |        0.174 |        0.229
       0.054 |        0.165 |        0.219
       0.054 |        0.164 |        0.218
       0.054 |        0.162 |        0.216
       0.218 |        0.200 |        0.418
       0.096 |        0.212 |        0.308
       0.218 |        0.192 |        0.410
       0.056 |        0.717 |        0.773
       0.121 |        0.185 |        0.306
       0.215 |        0.197 |        0.412
       0.056 |        0.175 |        0.231
       0.055 |        0.168 |        0.222
       0.216 |        0.179 |        0.396
       0.186 |        0.168 |        0.354
       0.068 |        0.166 |        0.234
       0.056 |        0.166 |        0.222
       0.207 |        0.187 |        0.393
       0.378 |        0.185 |        0.562
       0.177 |        0.176 |        0.353
       0.271 |        0.174 |        0.445
       0.213 |        0.189 |        0.402
       0.247 |        0.183 |        0.430
       0.210 |        0.182 |        0.393
       0.056 |        0.190 |        0.246
       0.027 |        0.187 |        0.214
       0.099 |        0.180 |        0.279
       0.187 |        0.194 |        0.381
       0.214 |        0.193 |        0.407
       0.359 |        0.204 |        0.563
       0.387 |        0.195 |        0.581
       0.321 |        0.190 |        0.510
       0.074 |        0.203 |        0.278
       0.147 |        0.180 |        0.327
       0.056 |        0.181 |        0.237
       0.055 |        0.171 |        0.226
       0.069 |        0.189 |        0.258
       0.203 |        0.230 |        0.433
       0.299 |        0.334 |        0.634
       0.038 |        0.319 |        0.357
       0.055 |        0.303 |        0.357
       0.215 |        0.279 |        0.494
       0.161 |        0.280 |        0.441
       0.060 |        0.275 |        0.335
       0.071 |        0.272 |        0.343
       0.094 |        0.261 |        0.355
       0.121 |        0.238 |        0.359
       0.221 |        0.265 |        0.486
       0.221 |        0.302 |        0.524
       0.291 |        0.273 |        0.564
       0.555 |        0.301 |        0.856
       0.873 |        0.282 |        1.155
       0.637 |        0.282 |        0.919
       0.202 |        0.265 |        0.467
       0.080 |        0.263 |        0.343
       0.149 |        0.256 |        0.405
       0.213 |        0.297 |        0.510
       0.226 |        0.318 |        0.544
       0.427 |        0.341 |        0.768
       0.093 |        0.336 |        0.428
       0.064 |        0.308 |        0.373
       0.222 |        0.332 |        0.554
       0.077 |        0.289 |        0.365
       0.313 |        0.288 |        0.601
       0.060 |        0.298 |        0.358
       0.126 |        0.326 |        0.452
       0.222 |        0.396 |        0.618
       0.609 |        0.348 |        0.957
       0.027 |        0.335 |        0.362
       0.167 |        0.280 |        0.447
       0.432 |        0.250 |        0.681
       0.059 |        0.229 |        0.289
       0.046 |        0.230 |        0.276
       0.216 |        0.260 |        0.475
       0.173 |        0.348 |        0.521
       0.216 |        0.370 |        0.586
       0.076 |        0.423 |        0.498
       0.219 |        0.454 |        0.674
       0.076 |        0.435 |        0.511
       0.404 |        0.411 |        0.815
       0.853 |        0.391 |        1.244
       0.050 |        0.371 |        0.421
       0.073 |        0.323 |        0.396
       0.407 |        0.299 |        0.706
       0.060 |        0.280 |        0.339
       0.303 |        0.258 |        0.561
       0.070 |        0.279 |        0.349
       0.297 |        0.275 |        0.572
       0.116 |        0.252 |        0.368
       0.337 |        0.236 |        0.573
       0.224 |        0.260 |        0.484
       0.095 |        0.258 |        0.352
       0.075 |        0.236 |        0.311
       0.186 |        0.280 |        0.466
       0.223 |        0.317 |        0.540
       0.104 |        0.307 |        0.411
       0.213 |        0.282 |        0.496
       0.076 |        0.266 |        0.342
       0.059 |        0.274 |        0.333
       0.061 |        0.290 |        0.352
       0.210 |        0.402 |        0.612
       0.077 |        0.305 |        0.382
       0.217 |        0.323 |        0.540
       0.230 |        0.426 |        0.657
       0.752 |        0.425 |        1.177
       0.225 |        0.361 |        0.586
       0.491 |        0.316 |        0.807
       0.505 |        0.283 |        0.789
       0.062 |        0.279 |        0.341
       0.166 |        0.268 |        0.434
       0.029 |        0.256 |        0.285
       0.232 |        0.251 |        0.484
       0.335 |        0.242 |        0.576
       0.058 |        0.223 |        0.281
       0.230 |        0.244 |        0.474
       0.481 |        0.244 |        0.726
       0.368 |        0.222 |        0.589
       0.616 |        0.217 |        0.832
       0.211 |        0.229 |        0.441
       0.145 |        0.226 |        0.371
       0.233 |        0.203 |        0.436
       0.222 |        0.213 |        0.436
       0.175 |        0.210 |        0.385
       0.182 |        0.200 |        0.382
       0.188 |        0.206 |        0.394
       0.214 |        0.212 |        0.426
       0.370 |        0.208 |        0.578
       0.058 |        0.220 |        0.278
       0.211 |        0.237 |        0.449
       0.216 |        0.228 |        0.444
       0.074 |        0.219 |        0.293
       0.251 |        0.204 |        0.455
       0.057 |        0.203 |        0.259
       0.211 |        0.204 |        0.415
       0.221 |        0.243 |        0.464
       0.328 |        0.210 |        0.538
       0.211 |        0.228 |        0.438
       0.008 |        0.226 |        0.234
       0.075 |        0.212 |        0.286
       0.210 |        0.218 |        0.428
       0.124 |        0.215 |        0.339
       0.247 |        0.211 |        0.457
       0.075 |        0.230 |        0.305
       0.056 |        0.193 |        0.249
       0.181 |        0.222 |        0.402
       0.060 |        0.216 |        0.277
       0.211 |        0.207 |        0.419
       0.092 |        0.206 |        0.299
       0.078 |        0.205 |        0.283
       0.065 |        0.214 |        0.279
       0.220 |        0.240 |        0.460
       0.059 |        0.221 |        0.280
       0.268 |        0.217 |        0.485
       0.218 |        0.279 |        0.497
       0.059 |        0.248 |        0.308
       0.348 |        0.230 |        0.578
       0.386 |        0.230 |        0.615
       0.223 |        0.237 |        0.460
       0.212 |        0.310 |        0.522
       0.207 |        0.276 |        0.484
       0.197 |        0.302 |        0.499
       0.224 |        0.431 |        0.655
       0.545 |        0.321 |        0.867
       0.834 |        0.290 |        1.124
       0.215 |        0.303 |        0.519
       0.229 |        0.334 |        0.562
       0.060 |        0.282 |        0.342
       0.371 |        0.268 |        0.639
       0.217 |        0.451 |        0.668
       0.794 |        0.365 |        1.159
       0.849 |        0.343 |        1.192
       0.937 |        0.305 |        1.242
       0.214 |        0.317 |        0.532
       0.270 |        0.312 |        0.582
       0.059 |        0.268 |        0.327
       0.165 |        0.313 |        0.478
       0.060 |        0.275 |        0.335
       0.246 |        0.264 |        0.510
       0.098 |        0.314 |        0.411
       0.076 |        0.279 |        0.355
       0.183 |        0.314 |        0.497
       0.219 |        0.434 |        0.653
       0.078 |        0.330 |        0.408
       0.071 |        0.328 |        0.398
       0.069 |        0.295 |        0.364
       0.273 |        0.284 |        0.557
       0.184 |        0.301 |        0.486
       0.398 |        0.279 |        0.677
       0.210 |        0.337 |        0.547
       0.213 |        0.360 |        0.573
       0.061 |        0.290 |        0.350
       0.165 |        0.300 |        0.465
       0.136 |        0.321 |        0.457
       0.081 |        0.305 |        0.385
       0.125 |        0.286 |        0.411
       0.036 |        0.268 |        0.304
       0.216 |        0.271 |        0.486
       0.074 |        0.281 |        0.355
       0.057 |        0.251 |        0.308
       0.057 |        0.238 |        0.295
       0.216 |        0.242 |        0.458
       0.303 |        0.234 |        0.537
       0.167 |        0.229 |        0.396
       0.056 |        0.238 |        0.294
       0.207 |        0.340 |        0.547
       0.625 |        0.316 |        0.941
       0.223 |        0.316 |        0.538
       0.047 |        0.280 |        0.327
       0.220 |        0.431 |        0.651
       0.255 |        0.331 |        0.585
       0.214 |        0.368 |        0.581
       0.062 |        0.342 |        0.404
       0.058 |        0.344 |        0.403
       0.071 |        0.286 |        0.357
       0.208 |        0.298 |        0.506
       0.297 |        0.278 |        0.575
       0.075 |        0.267 |        0.343
       0.056 |        0.248 |        0.304
       0.209 |        0.295 |        0.504
       0.320 |        0.269 |        0.588
       0.524 |        0.252 |        0.776
       0.075 |        0.229 |        0.304
       0.070 |        0.235 |        0.305
       0.157 |        0.243 |        0.400
       0.292 |        0.231 |        0.523
       0.173 |        0.232 |        0.405
       0.057 |        0.207 |        0.264
       0.055 |        0.204 |        0.260
       0.106 |        0.199 |        0.305
       0.055 |        0.182 |        0.237
       0.069 |        0.204 |        0.273
       0.214 |        0.225 |        0.439
       0.209 |        0.211 |        0.419
       0.042 |        0.209 |        0.251
       0.208 |        0.223 |        0.431
       0.188 |        0.251 |        0.439
       0.207 |        0.244 |        0.451
       0.176 |        0.227 |        0.403
       0.319 |        0.217 |        0.536
       0.273 |        0.215 |        0.488
       0.452 |        0.212 |        0.664
       0.087 |        0.222 |        0.309
       0.356 |        0.223 |        0.580
       0.062 |        0.282 |        0.344
       0.098 |        0.315 |        0.413
       0.377 |        0.291 |        0.669
       0.235 |        0.309 |        0.544
       0.578 |        0.308 |        0.885
       0.764 |        0.323 |        1.087
       0.943 |        0.302 |        1.245
       0.066 |        0.266 |        0.331
       0.292 |        0.232 |        0.524
       0.180 |        0.276 |        0.456
       0.209 |        0.323 |        0.532
       0.216 |        0.288 |        0.503
       0.165 |        0.290 |        0.456
       0.105 |        0.287 |        0.392
       0.454 |        0.264 |        0.717
       0.059 |        0.247 |        0.307
       0.036 |        0.242 |        0.279
       0.059 |        0.251 |        0.310
       0.214 |        0.275 |        0.488
       0.486 |        0.257 |        0.744
       0.762 |        0.267 |        1.029
       0.221 |        0.268 |        0.489
       0.332 |        0.261 |        0.593
       0.079 |        0.256 |        0.335
       0.057 |        0.248 |        0.305
       0.204 |        0.325 |        0.529
       0.059 |        0.268 |        0.327
       0.065 |        0.293 |        0.358
       0.261 |        0.276 |        0.536
       0.245 |        0.246 |        0.492
       0.191 |        0.257 |        0.448
       0.224 |        0.361 |        0.585
       0.004 |        0.315 |        0.319
       0.335 |        0.302 |        0.638
       0.526 |        0.322 |        0.848
       0.068 |        0.344 |        0.412
       0.372 |        0.325 |        0.697
       0.325 |        0.321 |        0.646
       0.172 |        0.402 |        0.575
       0.062 |        0.354 |        0.416
       0.193 |        0.456 |        0.649
       0.532 |        0.415 |        0.947
       0.725 |        0.361 |        1.085
       0.214 |        0.354 |        0.567
       0.354 |        0.317 |        0.672
       0.561 |        0.294 |        0.856
       0.409 |        0.302 |        0.711
       0.142 |        0.262 |        0.405
       0.076 |        0.250 |        0.327
       0.126 |        0.247 |        0.373
       0.056 |        0.220 |        0.277
       0.222 |        0.300 |        0.522
       0.076 |        0.260 |        0.336
       0.207 |        0.300 |        0.507
       0.100 |        0.300 |        0.400
       0.296 |        0.461 |        0.756
       0.204 |        0.360 |        0.564
       0.232 |        0.335 |        0.567
       0.029 |        0.306 |        0.334
       0.152 |        0.313 |        0.465
       0.337 |        0.270 |        0.607
       0.234 |        0.283 |        0.518
       0.212 |        0.293 |        0.505
       0.059 |        0.272 |        0.331
       0.280 |        0.247 |        0.526
       0.057 |        0.228 |        0.284
       0.059 |        0.230 |        0.288
       0.155 |        0.240 |        0.395
       0.332 |        0.230 |        0.562
       0.437 |        0.223 |        0.660
       0.106 |        0.214 |        0.321
       0.218 |        0.215 |        0.432
       0.340 |        0.210 |        0.549
       0.019 |        0.208 |        0.227
       0.109 |        0.191 |        0.301
       0.017 |        0.184 |        0.201
       0.209 |        0.175 |        0.384
       0.211 |        0.219 |        0.430
       0.075 |        0.208 |        0.282
       0.029 |        0.210 |        0.239
       0.194 |        0.307 |        0.501
       0.433 |        0.259 |        0.692
       0.171 |        0.279 |        0.450
       0.400 |        0.250 |        0.650
       0.519 |        0.234 |        0.753
       0.058 |        0.236 |        0.294
       0.221 |        0.231 |        0.452
       0.042 |        0.239 |        0.281
       0.209 |        0.280 |        0.489
       0.075 |        0.249 |        0.324
       0.120 |        0.221 |        0.340
       0.056 |        0.210 |        0.265
       0.208 |        0.226 |        0.434
       0.491 |        0.207 |        0.698
       0.057 |        0.222 |        0.279
       0.156 |        0.252 |        0.407
       0.160 |        0.246 |        0.406
       0.058 |        0.217 |        0.275
       0.062 |        0.222 |        0.284
       0.055 |        0.205 |        0.260
       0.287 |        0.202 |        0.489
       0.221 |        0.193 |        0.414
       0.180 |        0.209 |        0.390
       0.056 |        0.197 |        0.254
       0.055 |        0.194 |        0.249
       0.160 |        0.199 |        0.359
       0.263 |        0.191 |        0.454
       0.074 |        0.202 |        0.276
       0.218 |        0.193 |        0.412
       0.358 |        0.198 |        0.555
       0.165 |        0.221 |        0.386
       0.074 |        0.225 |        0.299
       0.194 |        0.248 |        0.442
       0.059 |        0.257 |        0.316
       0.166 |        0.226 |        0.393
       0.220 |        0.278 |        0.498
       0.226 |        0.287 |        0.513
       0.059 |        0.267 |        0.325
       0.097 |        0.286 |        0.382
       0.224 |        0.285 |        0.508
       0.074 |        0.271 |        0.345
       0.069 |        0.287 |        0.356
       0.395 |        0.266 |        0.661
       0.455 |        0.246 |        0.701
       0.751 |        0.234 |        0.985
       0.233 |        0.266 |        0.499
       0.217 |        0.346 |        0.564
       0.097 |        0.307 |        0.404
       0.288 |        0.273 |        0.561
       0.207 |        0.290 |        0.497
       0.075 |        0.284 |        0.358
       0.057 |        0.276 |        0.333
       0.213 |        0.317 |        0.530
       0.008 |        0.294 |        0.302
       0.076 |        0.275 |        0.351
       0.030 |        0.268 |        0.299
       0.199 |        0.246 |        0.446
       0.072 |        0.269 |        0.340
       0.211 |        0.266 |        0.477
       0.240 |        0.255 |        0.494
       0.077 |        1.552 |        1.630
       0.910 |        0.211 |        1.121
       0.535 |        0.200 |        0.734
       0.523 |        0.159 |        0.682
       0.475 |        0.164 |        0.640
       0.150 |        0.279 |        0.429
       0.199 |        0.121 |        0.320
       0.073 |        0.144 |        0.217
       0.037 |        0.115 |        0.152
       0.071 |        0.142 |        0.213
       0.052 |        0.116 |        0.168
       0.069 |        0.148 |        0.217
       0.237 |        0.110 |        0.347
       0.052 |        0.110 |        0.163
       0.215 |        0.126 |        0.341
       0.072 |        0.157 |        0.228
       0.154 |        0.122 |        0.277
       0.219 |        0.136 |        0.355
       0.215 |        0.147 |        0.362
       0.073 |        0.161 |        0.234
       0.070 |        0.166 |        0.236
       0.122 |        0.136 |        0.258
       0.225 |        0.145 |        0.369
       0.210 |        0.162 |        0.372
       0.072 |        0.177 |        0.249
       0.215 |        0.192 |        0.407
       0.439 |        0.182 |        0.621
       0.057 |        0.175 |        0.232
       0.068 |        0.170 |        0.238
       0.274 |        0.162 |        0.436
       0.061 |        0.182 |        0.243
       0.239 |        0.169 |        0.408
       0.056 |        0.162 |        0.218
       0.054 |        0.159 |        0.213
       0.213 |        0.228 |        0.441
       0.056 |        0.179 |        0.236
       0.055 |        0.183 |        0.237
       0.101 |        0.173 |        0.274
       0.060 |        0.166 |        0.226
       0.253 |        0.161 |        0.415
       0.071 |        0.174 |        0.245
       0.069 |        0.170 |        0.239
       0.216 |        0.188 |        0.404
       0.215 |        0.194 |        0.409
       0.336 |        0.188 |        0.524
       0.550 |        0.188 |        0.738
       0.100 |        0.194 |        0.294
       0.210 |        0.198 |        0.408
       0.445 |        0.186 |        0.631
       0.216 |        0.218 |        0.434
       0.279 |        0.190 |        0.469
       0.056 |        0.174 |        0.230
       0.222 |        0.188 |        0.410
       0.228 |        0.210 |        0.438
       0.087 |        0.194 |        0.281
       0.209 |        0.224 |        0.432
       0.030 |        0.204 |        0.234
       0.057 |        0.200 |        0.257
       0.170 |        0.217 |        0.387
       0.057 |        0.210 |        0.267
       0.007 |        0.202 |        0.209
       0.055 |        0.192 |        0.247
       0.165 |        0.208 |        0.372
       0.056 |        0.196 |        0.252
       0.209 |        0.273 |        0.482
       0.214 |        0.289 |        0.502
       0.411 |        0.262 |        0.673
       0.740 |        0.249 |        0.989
       0.894 |        0.255 |        1.149
       0.907 |        0.225 |        1.132
       0.958 |        0.212 |        1.169
       0.217 |        0.207 |        0.425
       0.210 |        0.236 |        0.446
       0.207 |        0.240 |        0.447
       0.505 |        0.230 |        0.735
       0.169 |        0.323 |        0.491
       0.210 |        0.306 |        0.516
       0.325 |        0.295 |        0.620
       0.217 |        0.331 |        0.548
       0.171 |        0.357 |        0.529
       0.075 |        0.343 |        0.418
       0.215 |        0.345 |        0.559
       0.062 |        0.301 |        0.362
       0.221 |        0.357 |        0.578
       0.285 |        0.306 |        0.591
       0.098 |        0.314 |        0.412
       0.205 |        0.340 |        0.545
       0.222 |        0.345 |        0.567
       0.561 |        0.305 |        0.866
       0.784 |        0.279 |        1.063
       0.103 |        0.339 |        0.441
       0.244 |        0.317 |        0.561
       0.212 |        0.292 |        0.504
       0.075 |        0.292 |        0.367
       0.245 |        0.274 |        0.519
       0.095 |        0.262 |        0.357
       0.075 |        0.257 |        0.332
       0.215 |        0.266 |        0.481
       0.121 |        0.245 |        0.365
       0.184 |        0.370 |        0.553
       0.220 |        0.292 |        0.512
       0.094 |        0.300 |        0.394
       0.207 |        0.316 |        0.523
       0.177 |        0.295 |        0.472
       0.061 |        0.286 |        0.347
       0.372 |        0.275 |        0.647
       0.058 |        0.249 |        0.307
       0.186 |        0.256 |        0.442
       0.070 |        0.244 |        0.314
       0.065 |        0.259 |        0.324
       0.219 |        0.289 |        0.508
       0.555 |        0.277 |        0.832
       0.904 |        0.267 |        1.171
       0.432 |        0.238 |        0.670
       0.077 |        0.224 |        0.301
       0.219 |        0.248 |        0.467
       0.439 |        0.236 |        0.675
       0.058 |        0.217 |        0.275
       0.070 |        0.228 |        0.297
       0.286 |        0.219 |        0.505
       0.056 |        0.211 |        0.267
       0.070 |        0.214 |        0.283
       0.055 |        0.190 |        0.246
       0.189 |        0.221 |        0.410
       0.095 |        0.287 |        0.382
       0.275 |        0.264 |        0.539
       0.211 |        0.263 |        0.474
       0.251 |        0.264 |        0.515
       0.227 |        0.443 |        0.671
       0.032 |        0.367 |        0.400
       0.233 |        0.351 |        0.583
       0.220 |        0.324 |        0.544
       0.056 |        0.295 |        0.351
       0.379 |        0.290 |        0.670
       0.077 |        0.273 |        0.350
       0.213 |        0.294 |        0.507
       0.542 |        0.292 |        0.834
       0.602 |        0.249 |        0.851
       0.636 |        0.239 |        0.876
       0.469 |        0.232 |        0.701
       0.058 |        0.209 |        0.267
       0.215 |        0.226 |        0.442
       0.012 |        0.220 |        0.232
       0.058 |        0.201 |        0.258
       0.128 |        0.197 |        0.325
       0.183 |        0.211 |        0.394
       0.254 |        0.205 |        0.459
       0.384 |        0.201 |        0.585
       0.285 |        0.180 |        0.465
       0.271 |        0.178 |        0.449
       0.170 |        0.199 |        0.370
       0.075 |        0.195 |        0.270
       0.157 |        0.177 |        0.334
       0.247 |        0.181 |        0.428
       0.227 |        0.227 |        0.454
       0.224 |        0.223 |        0.447
       0.224 |        0.352 |        0.576
       0.458 |        0.286 |        0.743
       0.059 |        0.234 |        0.293
       0.069 |        0.251 |        0.320
       0.095 |        0.265 |        0.360
       0.074 |        0.249 |        0.323
       0.056 |        0.228 |        0.284
       0.209 |        0.307 |        0.516
       0.211 |        0.281 |        0.493
       0.221 |        0.296 |        0.517
       0.212 |        0.286 |        0.498
       0.220 |        0.274 |        0.494
       0.215 |        0.294 |        0.509
       0.207 |        0.314 |        0.521
       0.060 |        0.271 |        0.331
       0.027 |        0.267 |        0.294
       0.207 |        0.314 |        0.521
       0.308 |        0.289 |        0.597
       0.231 |        0.265 |        0.496
       0.080 |        0.257 |        0.337
       0.338 |        0.238 |        0.576
       0.057 |        0.234 |        0.290
       0.056 |        0.226 |        0.282
       0.221 |        0.329 |        0.551
       0.215 |        0.303 |        0.518
       0.075 |        0.285 |        0.360
       0.156 |        0.252 |        0.408
       0.156 |        0.257 |        0.413
       0.229 |        0.269 |        0.498
       0.079 |        0.282 |        0.361
       0.097 |        0.271 |        0.368
       0.057 |        0.247 |        0.304
       0.297 |        0.240 |        0.536
       0.596 |        0.223 |        0.819
       0.614 |        0.214 |        0.829
       0.871 |        0.218 |        1.089
       0.143 |        0.202 |        0.345
       0.169 |        0.210 |        0.379
       0.057 |        0.195 |        0.252
       0.055 |        0.194 |        0.249
       0.276 |        0.185 |        0.460
       0.107 |        0.195 |        0.302
       0.175 |        0.206 |        0.381
       0.429 |        0.187 |        0.616
       0.665 |        0.176 |        0.841
       0.059 |        0.178 |        0.237
       0.210 |        0.205 |        0.415
       0.174 |        0.189 |        0.363
       0.204 |        0.216 |        0.420
       0.075 |        0.229 |        0.304
       0.203 |        0.221 |        0.424
       0.394 |        0.221 |        0.615
       0.627 |        0.193 |        0.820
       0.222 |        0.209 |        0.431
       0.219 |        0.210 |        0.429
       0.228 |        0.198 |        0.426
       0.056 |        0.188 |        0.245
       0.071 |        0.207 |        0.278
       0.142 |        0.175 |        0.317
       0.208 |        0.211 |        0.419
       0.210 |        0.212 |        0.422
       0.206 |        0.222 |        0.428
       0.207 |        0.223 |        0.430
       0.057 |        0.206 |        0.263
       0.119 |        0.213 |        0.332
       0.281 |        0.203 |        0.485
       0.215 |        0.226 |        0.441
       0.426 |        0.201 |        0.627
       0.057 |        0.185 |        0.242
       0.192 |        0.177 |        0.370
       0.132 |        0.178 |        0.310
       0.323 |        0.181 |        0.505
       0.151 |        0.162 |        0.313
       0.089 |        0.251 |        0.340
       0.074 |        0.254 |        0.328
       0.242 |        0.220 |        0.462
       0.270 |        0.218 |        0.488
       0.059 |        0.197 |        0.256
       0.148 |        0.197 |        0.345
       0.209 |        0.234 |        0.443
       0.205 |        0.237 |        0.442
       0.066 |        0.242 |        0.308
       0.176 |        0.287 |        0.464
