  QueueTimes | ServiceTimes | SojournTimes
       0.167 |        0.029 |        0.196
       0.053 |        0.026 |        0.079
       0.066 |        0.073 |        0.139
       0.104 |        0.077 |        0.181
       0.044 |        0.041 |        0.085
       0.007 |        0.026 |        0.033
       0.053 |        0.057 |        0.110
       0.092 |        0.024 |        0.116
       0.190 |        0.035 |        0.226
       0.176 |        0.028 |        0.204
       0.056 |        0.035 |        0.092
       0.053 |        0.025 |        0.077
       0.161 |        0.090 |        0.251
       0.143 |        0.029 |        0.172
       0.155 |        0.035 |        0.190
       0.175 |        0.052 |        0.227
       0.190 |        0.038 |        0.227
       0.071 |        0.079 |        0.150
       0.052 |        0.033 |        0.085
       0.052 |        0.027 |        0.079
       0.052 |        0.024 |        0.076
       0.052 |        0.024 |        0.076
       0.180 |        0.028 |        0.208
       0.165 |        0.039 |        0.204
       0.053 |        0.030 |        0.083
       0.149 |        0.045 |        0.194
       0.053 |        0.050 |        0.103
       0.070 |        0.078 |        0.147
       0.161 |        0.055 |        0.216
       0.249 |        0.042 |        0.291
       0.256 |        0.128 |        0.384
       0.054 |        0.047 |        0.101
       0.003 |        0.060 |        0.064
       0.070 |        0.064 |        0.134
       0.091 |        0.049 |        0.140
       0.071 |        0.068 |        0.139
       0.139 |        0.051 |        0.190
       0.115 |        0.058 |        0.172
       0.069 |        0.065 |        0.134
       0.165 |        0.069 |        0.235
       0.071 |        0.081 |        0.152
       0.076 |        0.070 |        0.145
       0.162 |        0.058 |        0.220
       0.144 |        0.066 |        0.210
       0.102 |        0.058 |        0.160
       0.075 |        0.063 |        0.138
       0.072 |        0.067 |        0.139
       0.055 |        0.106 |        0.162
       0.071 |        0.106 |        0.177
       0.055 |        0.087 |        0.143
       0.146 |        0.212 |        0.358
       0.131 |        0.071 |        0.201
       0.120 |        0.099 |        0.219
       0.056 |        0.113 |        0.169
       0.055 |        0.084 |        0.140
       0.153 |        0.062 |        0.214
       0.244 |        0.088 |        0.332
       0.069 |        0.060 |        0.130
       0.055 |        0.091 |        0.146
       0.162 |        0.092 |        0.254
       0.145 |        0.100 |        0.245
       0.072 |        0.087 |        0.159
       0.165 |        0.062 |        0.227
       0.177 |        0.069 |        0.245
       0.056 |        0.069 |        0.125
       0.069 |        0.085 |        0.155
       0.072 |        0.074 |        0.146
       0.066 |        0.088 |        0.155
       0.171 |        0.100 |        0.271
       0.167 |        0.072 |        0.238
       0.272 |        0.079 |        0.351
       0.071 |        0.068 |        0.139
       0.056 |        0.085 |        0.141
       0.106 |        0.090 |        0.196
       0.065 |        0.063 |        0.128
       0.102 |        0.090 |        0.192
       0.174 |        0.086 |        0.260
       0.057 |        0.079 |        0.136
       0.173 |        0.106 |        0.278
       0.211 |        0.068 |        0.279
       0.056 |        0.088 |        0.145
       0.115 |        0.063 |        0.178
       0.043 |        0.054 |        0.097
       0.055 |        0.080 |        0.135
       0.166 |        0.055 |        0.221
